propertyid,tenantid,service_category,charge_amount_gbp,quarter,year,period_start,period_end,payment_status,payment_date,property_type,estateid,blockid
4,157.0,Sinking Fund,197,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,House,6.0,11.0
4,157.0,Building Insurance,185,2,2023,2023-04-01,2023-08-30,Paid,2023-09-22,House,6.0,11.0
4,157.0,Management Fee,113,2,2023,2023-04-01,2023-08-30,Pending,,House,6.0,11.0
4,157.0,Sinking Fund,184,3,2023,2023-07-01,2023-11-30,Paid,2023-12-06,House,6.0,11.0
4,157.0,Building Insurance,172,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,House,6.0,11.0
4,157.0,Management Fee,93,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,House,6.0,11.0
4,157.0,Sinking Fund,220,4,2023,2023-10-01,2023-12-31,Paid,2024-01-29,House,6.0,11.0
4,157.0,Building Insurance,178,4,2023,2023-10-01,2023-12-31,Paid,2024-01-07,House,6.0,11.0
4,157.0,Management Fee,92,4,2023,2023-10-01,2023-12-31,Paid,2024-01-19,House,6.0,11.0
4,157.0,Sinking Fund,199,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,House,6.0,11.0
4,157.0,Building Insurance,217,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,House,6.0,11.0
4,157.0,Management Fee,87,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,House,6.0,11.0
4,157.0,Sinking Fund,175,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,House,6.0,11.0
4,157.0,Building Insurance,205,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,House,6.0,11.0
4,157.0,Management Fee,102,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,House,6.0,11.0
4,157.0,Sinking Fund,224,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,House,6.0,11.0
4,157.0,Building Insurance,217,3,2024,2024-07-01,2024-11-30,Paid,2024-12-26,House,6.0,11.0
4,157.0,Management Fee,104,3,2024,2024-07-01,2024-11-30,Paid,2024-12-01,House,6.0,11.0
4,157.0,Sinking Fund,185,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,House,6.0,11.0
4,157.0,Building Insurance,200,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,House,6.0,11.0
4,157.0,Management Fee,99,4,2024,2024-10-01,2024-12-31,Paid,2025-01-21,House,6.0,11.0
4,157.0,Sinking Fund,188,1,2025,2025-01-01,2025-05-30,Pending,,House,6.0,11.0
4,157.0,Building Insurance,185,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,House,6.0,11.0
4,157.0,Management Fee,100,1,2025,2025-01-01,2025-05-30,Paid,2025-06-03,House,6.0,11.0
5,353.0,Grounds Maintenance,113,2,2023,2023-04-01,2023-08-30,Disputed,,House,9.0,16.0
5,353.0,Management Fee,99,2,2023,2023-04-01,2023-08-30,Paid,2023-09-02,House,9.0,16.0
5,353.0,Building Insurance,216,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,House,9.0,16.0
5,353.0,Grounds Maintenance,135,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,House,9.0,16.0
5,353.0,Management Fee,106,3,2023,2023-07-01,2023-11-30,Pending,,House,9.0,16.0
5,353.0,Building Insurance,182,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,House,9.0,16.0
5,353.0,Grounds Maintenance,110,4,2023,2023-10-01,2023-12-31,Paid,2024-01-11,House,9.0,16.0
5,353.0,Management Fee,108,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,House,9.0,16.0
5,353.0,Building Insurance,188,4,2023,2023-10-01,2023-12-31,Paid,2024-01-19,House,9.0,16.0
5,353.0,Grounds Maintenance,126,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,House,9.0,16.0
5,353.0,Management Fee,108,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,House,9.0,16.0
5,353.0,Building Insurance,179,1,2024,2024-01-01,2024-05-30,Paid,2024-06-10,House,9.0,16.0
5,353.0,Grounds Maintenance,136,2,2024,2024-04-01,2024-08-30,Disputed,,House,9.0,16.0
5,353.0,Management Fee,105,2,2024,2024-04-01,2024-08-30,Paid,2024-09-24,House,9.0,16.0
5,353.0,Building Insurance,214,2,2024,2024-04-01,2024-08-30,Paid,2024-09-08,House,9.0,16.0
5,353.0,Grounds Maintenance,119,3,2024,2024-07-01,2024-11-30,Pending,,House,9.0,16.0
5,353.0,Management Fee,94,3,2024,2024-07-01,2024-11-30,Paid,2024-12-11,House,9.0,16.0
5,353.0,Building Insurance,214,3,2024,2024-07-01,2024-11-30,Pending,,House,9.0,16.0
5,353.0,Grounds Maintenance,113,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,House,9.0,16.0
5,353.0,Management Fee,97,4,2024,2024-10-01,2024-12-31,Paid,2025-01-25,House,9.0,16.0
5,353.0,Building Insurance,226,4,2024,2024-10-01,2024-12-31,Paid,2025-01-14,House,9.0,16.0
5,353.0,Grounds Maintenance,115,1,2025,2025-01-01,2025-05-30,Pending,,House,9.0,16.0
5,353.0,Management Fee,114,1,2025,2025-01-01,2025-05-30,Paid,2025-05-31,House,9.0,16.0
5,353.0,Building Insurance,219,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,House,9.0,16.0
6,151.0,Building Insurance,213,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,Flat,1.0,3.0
6,151.0,Grounds Maintenance,103,2,2023,2023-04-01,2023-08-30,Paid,2023-09-12,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),171,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,1.0,3.0
6,151.0,Lift Maintenance,163,2,2023,2023-04-01,2023-08-30,Paid,2023-09-14,Flat,1.0,3.0
6,151.0,Building Repairs,277,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,Flat,1.0,3.0
6,151.0,Management Fee,90,2,2023,2023-04-01,2023-08-30,Paid,2023-09-23,Flat,1.0,3.0
6,151.0,Security Systems,82,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),136,2,2023,2023-04-01,2023-08-30,Paid,2023-09-12,Flat,1.0,3.0
6,151.0,Water (Communal Areas),63,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,1.0,3.0
6,151.0,Sinking Fund,199,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,1.0,3.0
6,151.0,Building Insurance,205,3,2023,2023-07-01,2023-11-30,Paid,2023-12-02,Flat,1.0,3.0
6,151.0,Grounds Maintenance,125,3,2023,2023-07-01,2023-11-30,Paid,2023-12-12,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),177,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,1.0,3.0
6,151.0,Lift Maintenance,134,3,2023,2023-07-01,2023-11-30,Paid,2023-12-11,Flat,1.0,3.0
6,151.0,Building Repairs,286,3,2023,2023-07-01,2023-11-30,Paid,2023-12-27,Flat,1.0,3.0
6,151.0,Management Fee,90,3,2023,2023-07-01,2023-11-30,Paid,2023-12-10,Flat,1.0,3.0
6,151.0,Security Systems,82,3,2023,2023-07-01,2023-11-30,Paid,2023-12-15,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),111,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,1.0,3.0
6,151.0,Water (Communal Areas),63,3,2023,2023-07-01,2023-11-30,Paid,2023-12-27,Flat,1.0,3.0
6,151.0,Sinking Fund,187,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,1.0,3.0
6,151.0,Building Insurance,216,4,2023,2023-10-01,2023-12-31,Pending,,Flat,1.0,3.0
6,151.0,Grounds Maintenance,127,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),173,4,2023,2023-10-01,2023-12-31,Paid,2024-01-24,Flat,1.0,3.0
6,151.0,Lift Maintenance,167,4,2023,2023-10-01,2023-12-31,Paid,2024-01-15,Flat,1.0,3.0
6,151.0,Building Repairs,230,4,2023,2023-10-01,2023-12-31,Paid,2024-01-07,Flat,1.0,3.0
6,151.0,Management Fee,105,4,2023,2023-10-01,2023-12-31,Paid,2024-01-09,Flat,1.0,3.0
6,151.0,Security Systems,82,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),107,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,1.0,3.0
6,151.0,Water (Communal Areas),58,4,2023,2023-10-01,2023-12-31,Paid,2024-01-02,Flat,1.0,3.0
6,151.0,Sinking Fund,220,4,2023,2023-10-01,2023-12-31,Paid,2024-01-17,Flat,1.0,3.0
6,151.0,Building Insurance,192,1,2024,2024-01-01,2024-05-30,Paid,2024-06-01,Flat,1.0,3.0
6,151.0,Grounds Maintenance,137,1,2024,2024-01-01,2024-05-30,Pending,,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),171,1,2024,2024-01-01,2024-05-30,Paid,2024-06-09,Flat,1.0,3.0
6,151.0,Lift Maintenance,153,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,1.0,3.0
6,151.0,Building Repairs,218,1,2024,2024-01-01,2024-05-30,Paid,2024-06-17,Flat,1.0,3.0
6,151.0,Management Fee,108,1,2024,2024-01-01,2024-05-30,Paid,2024-06-25,Flat,1.0,3.0
6,151.0,Security Systems,80,1,2024,2024-01-01,2024-05-30,Pending,,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),123,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,1.0,3.0
6,151.0,Water (Communal Areas),69,1,2024,2024-01-01,2024-05-30,Paid,2024-06-24,Flat,1.0,3.0
6,151.0,Sinking Fund,211,1,2024,2024-01-01,2024-05-30,Pending,,Flat,1.0,3.0
6,151.0,Building Insurance,198,2,2024,2024-04-01,2024-08-30,Pending,,Flat,1.0,3.0
6,151.0,Grounds Maintenance,138,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),157,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,1.0,3.0
6,151.0,Lift Maintenance,148,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,Flat,1.0,3.0
6,151.0,Building Repairs,274,2,2024,2024-04-01,2024-08-30,Paid,2024-08-31,Flat,1.0,3.0
6,151.0,Management Fee,97,2,2024,2024-04-01,2024-08-30,Paid,2024-09-19,Flat,1.0,3.0
6,151.0,Security Systems,88,2,2024,2024-04-01,2024-08-30,Paid,2024-09-07,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),114,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,Flat,1.0,3.0
6,151.0,Water (Communal Areas),55,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,1.0,3.0
6,151.0,Sinking Fund,202,2,2024,2024-04-01,2024-08-30,Paid,2024-09-06,Flat,1.0,3.0
6,151.0,Building Insurance,216,3,2024,2024-07-01,2024-11-30,Paid,2024-12-12,Flat,1.0,3.0
6,151.0,Grounds Maintenance,134,3,2024,2024-07-01,2024-11-30,Paid,2024-12-19,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),161,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,1.0,3.0
6,151.0,Lift Maintenance,141,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,1.0,3.0
6,151.0,Building Repairs,258,3,2024,2024-07-01,2024-11-30,Pending,,Flat,1.0,3.0
6,151.0,Management Fee,108,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,1.0,3.0
6,151.0,Security Systems,76,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),126,3,2024,2024-07-01,2024-11-30,Paid,2024-12-06,Flat,1.0,3.0
6,151.0,Water (Communal Areas),59,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,1.0,3.0
6,151.0,Sinking Fund,225,3,2024,2024-07-01,2024-11-30,Paid,2024-12-01,Flat,1.0,3.0
6,151.0,Building Insurance,178,4,2024,2024-10-01,2024-12-31,Pending,,Flat,1.0,3.0
6,151.0,Grounds Maintenance,118,4,2024,2024-10-01,2024-12-31,Pending,,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),173,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,1.0,3.0
6,151.0,Lift Maintenance,166,4,2024,2024-10-01,2024-12-31,Paid,2025-01-02,Flat,1.0,3.0
6,151.0,Building Repairs,246,4,2024,2024-10-01,2024-12-31,Paid,2025-01-07,Flat,1.0,3.0
6,151.0,Management Fee,108,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,1.0,3.0
6,151.0,Security Systems,70,4,2024,2024-10-01,2024-12-31,Paid,2025-01-30,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),123,4,2024,2024-10-01,2024-12-31,Paid,2025-01-06,Flat,1.0,3.0
6,151.0,Water (Communal Areas),65,4,2024,2024-10-01,2024-12-31,Paid,2025-01-16,Flat,1.0,3.0
6,151.0,Sinking Fund,214,4,2024,2024-10-01,2024-12-31,Paid,2025-01-11,Flat,1.0,3.0
6,151.0,Building Insurance,195,1,2025,2025-01-01,2025-05-30,Paid,2025-06-02,Flat,1.0,3.0
6,151.0,Grounds Maintenance,131,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,Flat,1.0,3.0
6,151.0,Cleaning (Communal Areas),180,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,1.0,3.0
6,151.0,Lift Maintenance,128,1,2025,2025-01-01,2025-05-30,Paid,2025-06-13,Flat,1.0,3.0
6,151.0,Building Repairs,243,1,2025,2025-01-01,2025-05-30,Pending,,Flat,1.0,3.0
6,151.0,Management Fee,96,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,1.0,3.0
6,151.0,Security Systems,88,1,2025,2025-01-01,2025-05-30,Paid,2025-06-27,Flat,1.0,3.0
6,151.0,Electricity (Communal Areas),125,1,2025,2025-01-01,2025-05-30,Paid,2025-06-22,Flat,1.0,3.0
6,151.0,Water (Communal Areas),53,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,1.0,3.0
6,151.0,Sinking Fund,223,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,Flat,1.0,3.0
7,234.0,Building Insurance,214,2,2023,2023-04-01,2023-08-30,Pending,,Flat,1.0,2.0
7,234.0,Grounds Maintenance,104,2,2023,2023-04-01,2023-08-30,Pending,,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),163,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,1.0,2.0
7,234.0,Lift Maintenance,135,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,1.0,2.0
7,234.0,Building Repairs,215,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,1.0,2.0
7,234.0,Management Fee,111,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,Flat,1.0,2.0
7,234.0,Security Systems,83,2,2023,2023-04-01,2023-08-30,Pending,,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),117,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,1.0,2.0
7,234.0,Water (Communal Areas),68,2,2023,2023-04-01,2023-08-30,Paid,2023-09-25,Flat,1.0,2.0
7,234.0,Sinking Fund,210,2,2023,2023-04-01,2023-08-30,Paid,2023-09-29,Flat,1.0,2.0
7,234.0,Building Insurance,177,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,1.0,2.0
7,234.0,Grounds Maintenance,109,3,2023,2023-07-01,2023-11-30,Paid,2023-12-12,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),202,3,2023,2023-07-01,2023-11-30,Paid,2023-12-11,Flat,1.0,2.0
7,234.0,Lift Maintenance,129,3,2023,2023-07-01,2023-11-30,Paid,2023-12-01,Flat,1.0,2.0
7,234.0,Building Repairs,279,3,2023,2023-07-01,2023-11-30,Paid,2023-12-28,Flat,1.0,2.0
7,234.0,Management Fee,89,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,Flat,1.0,2.0
7,234.0,Security Systems,77,3,2023,2023-07-01,2023-11-30,Paid,2023-12-17,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),108,3,2023,2023-07-01,2023-11-30,Paid,2023-12-12,Flat,1.0,2.0
7,234.0,Water (Communal Areas),67,3,2023,2023-07-01,2023-11-30,Paid,2023-12-03,Flat,1.0,2.0
7,234.0,Sinking Fund,177,3,2023,2023-07-01,2023-11-30,Paid,2023-12-14,Flat,1.0,2.0
7,234.0,Building Insurance,221,4,2023,2023-10-01,2023-12-31,Paid,2024-01-05,Flat,1.0,2.0
7,234.0,Grounds Maintenance,133,4,2023,2023-10-01,2023-12-31,Pending,,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),153,4,2023,2023-10-01,2023-12-31,Paid,2024-01-29,Flat,1.0,2.0
7,234.0,Lift Maintenance,168,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,Flat,1.0,2.0
7,234.0,Building Repairs,253,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,1.0,2.0
7,234.0,Management Fee,105,4,2023,2023-10-01,2023-12-31,Paid,2024-01-16,Flat,1.0,2.0
7,234.0,Security Systems,86,4,2023,2023-10-01,2023-12-31,Pending,,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),109,4,2023,2023-10-01,2023-12-31,Paid,2024-01-05,Flat,1.0,2.0
7,234.0,Water (Communal Areas),65,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,Flat,1.0,2.0
7,234.0,Sinking Fund,175,4,2023,2023-10-01,2023-12-31,Paid,2024-01-13,Flat,1.0,2.0
7,234.0,Building Insurance,187,1,2024,2024-01-01,2024-05-30,Paid,2024-06-07,Flat,1.0,2.0
7,234.0,Grounds Maintenance,110,1,2024,2024-01-01,2024-05-30,Paid,2024-06-21,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),169,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,Flat,1.0,2.0
7,234.0,Lift Maintenance,158,1,2024,2024-01-01,2024-05-30,Paid,2024-06-18,Flat,1.0,2.0
7,234.0,Building Repairs,287,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,Flat,1.0,2.0
7,234.0,Management Fee,89,1,2024,2024-01-01,2024-05-30,Paid,2024-06-21,Flat,1.0,2.0
7,234.0,Security Systems,71,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),103,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,1.0,2.0
7,234.0,Water (Communal Areas),58,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,1.0,2.0
7,234.0,Sinking Fund,229,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,1.0,2.0
7,234.0,Building Insurance,172,2,2024,2024-04-01,2024-08-30,Paid,2024-09-05,Flat,1.0,2.0
7,234.0,Grounds Maintenance,116,2,2024,2024-04-01,2024-08-30,Paid,2024-09-15,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),179,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,1.0,2.0
7,234.0,Lift Maintenance,167,2,2024,2024-04-01,2024-08-30,Disputed,,Flat,1.0,2.0
7,234.0,Building Repairs,243,2,2024,2024-04-01,2024-08-30,Disputed,,Flat,1.0,2.0
7,234.0,Management Fee,99,2,2024,2024-04-01,2024-08-30,Paid,2024-09-14,Flat,1.0,2.0
7,234.0,Security Systems,71,2,2024,2024-04-01,2024-08-30,Paid,2024-09-24,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),121,2,2024,2024-04-01,2024-08-30,Paid,2024-09-28,Flat,1.0,2.0
7,234.0,Water (Communal Areas),54,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,Flat,1.0,2.0
7,234.0,Sinking Fund,199,2,2024,2024-04-01,2024-08-30,Paid,2024-09-21,Flat,1.0,2.0
7,234.0,Building Insurance,176,3,2024,2024-07-01,2024-11-30,Pending,,Flat,1.0,2.0
7,234.0,Grounds Maintenance,129,3,2024,2024-07-01,2024-11-30,Paid,2024-12-26,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),173,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,1.0,2.0
7,234.0,Lift Maintenance,133,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,1.0,2.0
7,234.0,Building Repairs,275,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,1.0,2.0
7,234.0,Management Fee,94,3,2024,2024-07-01,2024-11-30,Pending,,Flat,1.0,2.0
7,234.0,Security Systems,75,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),137,3,2024,2024-07-01,2024-11-30,Disputed,,Flat,1.0,2.0
7,234.0,Water (Communal Areas),54,3,2024,2024-07-01,2024-11-30,Pending,,Flat,1.0,2.0
7,234.0,Sinking Fund,223,3,2024,2024-07-01,2024-11-30,Paid,2024-12-05,Flat,1.0,2.0
7,234.0,Building Insurance,220,4,2024,2024-10-01,2024-12-31,Paid,2025-01-01,Flat,1.0,2.0
7,234.0,Grounds Maintenance,109,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),185,4,2024,2024-10-01,2024-12-31,Paid,2025-01-28,Flat,1.0,2.0
7,234.0,Lift Maintenance,151,4,2024,2024-10-01,2024-12-31,Paid,2025-01-18,Flat,1.0,2.0
7,234.0,Building Repairs,240,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,Flat,1.0,2.0
7,234.0,Management Fee,90,4,2024,2024-10-01,2024-12-31,Paid,2025-01-22,Flat,1.0,2.0
7,234.0,Security Systems,72,4,2024,2024-10-01,2024-12-31,Paid,2025-01-20,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),110,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,1.0,2.0
7,234.0,Water (Communal Areas),64,4,2024,2024-10-01,2024-12-31,Paid,2025-01-20,Flat,1.0,2.0
7,234.0,Sinking Fund,195,4,2024,2024-10-01,2024-12-31,Paid,2025-01-02,Flat,1.0,2.0
7,234.0,Building Insurance,228,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,1.0,2.0
7,234.0,Grounds Maintenance,113,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,1.0,2.0
7,234.0,Cleaning (Communal Areas),205,1,2025,2025-01-01,2025-05-30,Pending,,Flat,1.0,2.0
7,234.0,Lift Maintenance,149,1,2025,2025-01-01,2025-05-30,Paid,2025-06-09,Flat,1.0,2.0
7,234.0,Building Repairs,213,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,Flat,1.0,2.0
7,234.0,Management Fee,105,1,2025,2025-01-01,2025-05-30,Paid,2025-06-23,Flat,1.0,2.0
7,234.0,Security Systems,83,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,1.0,2.0
7,234.0,Electricity (Communal Areas),104,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,1.0,2.0
7,234.0,Water (Communal Areas),60,1,2025,2025-01-01,2025-05-30,Paid,2025-06-25,Flat,1.0,2.0
7,234.0,Sinking Fund,229,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,1.0,2.0
8,168.0,Grounds Maintenance,123,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,House,9.0,14.0
8,168.0,Management Fee,87,2,2023,2023-04-01,2023-08-30,Overdue,,House,9.0,14.0
8,168.0,Sinking Fund,187,2,2023,2023-04-01,2023-08-30,Pending,,House,9.0,14.0
8,168.0,Grounds Maintenance,106,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,House,9.0,14.0
8,168.0,Management Fee,90,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,House,9.0,14.0
8,168.0,Sinking Fund,187,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,House,9.0,14.0
8,168.0,Grounds Maintenance,106,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,House,9.0,14.0
8,168.0,Management Fee,108,4,2023,2023-10-01,2023-12-31,Paid,2024-01-08,House,9.0,14.0
8,168.0,Sinking Fund,210,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,House,9.0,14.0
8,168.0,Grounds Maintenance,121,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,House,9.0,14.0
8,168.0,Management Fee,87,1,2024,2024-01-01,2024-05-30,Disputed,,House,9.0,14.0
8,168.0,Sinking Fund,225,1,2024,2024-01-01,2024-05-30,Paid,2024-06-08,House,9.0,14.0
8,168.0,Grounds Maintenance,136,2,2024,2024-04-01,2024-08-30,Paid,2024-09-26,House,9.0,14.0
8,168.0,Management Fee,112,2,2024,2024-04-01,2024-08-30,Paid,2024-09-14,House,9.0,14.0
8,168.0,Sinking Fund,196,2,2024,2024-04-01,2024-08-30,Paid,2024-09-22,House,9.0,14.0
8,168.0,Grounds Maintenance,127,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,House,9.0,14.0
8,168.0,Management Fee,94,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,House,9.0,14.0
8,168.0,Sinking Fund,230,3,2024,2024-07-01,2024-11-30,Paid,2024-12-20,House,9.0,14.0
8,168.0,Grounds Maintenance,133,4,2024,2024-10-01,2024-12-31,Paid,2025-01-28,House,9.0,14.0
8,168.0,Management Fee,105,4,2024,2024-10-01,2024-12-31,Pending,,House,9.0,14.0
8,168.0,Sinking Fund,228,4,2024,2024-10-01,2024-12-31,Paid,2025-01-21,House,9.0,14.0
8,168.0,Grounds Maintenance,106,1,2025,2025-01-01,2025-05-30,Paid,2025-06-26,House,9.0,14.0
8,168.0,Management Fee,107,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,House,9.0,14.0
8,168.0,Sinking Fund,208,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,House,9.0,14.0
9,383.0,Building Insurance,198,2,2023,2023-04-01,2023-08-30,Disputed,,Flat,6.0,11.0
9,383.0,Grounds Maintenance,94,2,2023,2023-04-01,2023-08-30,Paid,2023-09-25,Flat,6.0,11.0
9,383.0,Cleaning (Communal Areas),161,2,2023,2023-04-01,2023-08-30,Paid,2023-09-07,Flat,6.0,11.0
9,383.0,Lift Maintenance,139,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,6.0,11.0
9,383.0,Building Repairs,259,2,2023,2023-04-01,2023-08-30,Pending,,Flat,6.0,11.0
9,383.0,Management Fee,90,2,2023,2023-04-01,2023-08-30,Paid,2023-09-18,Flat,6.0,11.0
9,383.0,Security Systems,69,2,2023,2023-04-01,2023-08-30,Paid,2023-09-29,Flat,6.0,11.0
9,383.0,Electricity (Communal Areas),113,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,6.0,11.0
9,383.0,Water (Communal Areas),55,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,6.0,11.0
9,383.0,Sinking Fund,184,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,6.0,11.0
9,383.0,Building Insurance,166,3,2023,2023-07-01,2023-11-30,Paid,2023-12-23,Flat,6.0,11.0
9,383.0,Grounds Maintenance,121,3,2023,2023-07-01,2023-11-30,Paid,2023-12-13,Flat,6.0,11.0
9,383.0,Cleaning (Communal Areas),173,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,6.0,11.0
