compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
138,14,Legionella Risk Assessment,2024-09-30,2026-09-20,510,Due Soon,High,Dr Stacey Bennett,Regulator of Social Housing,LEG-Ou439bp-2024,,,House,False,35.0,11.0,6.0,3.0
139,14,Emergency Lighting Test,2024-05-30,2025-05-25,27,Due Soon,High,Dr Timothy Thompson,Building Safety Regulator,EME-KU164Oy-2024,,Implement temporary safety measures until full compliance achieved.,House,False,35.0,11.0,6.0,3.0
140,14,Fire Alarm System Test,2025-01-06,2025-07-05,68,Overdue,Low,Heather Cross-Day,Health and Safety Executive,FIR-By657AS-2025,Budget constraints affecting renewal.,Prepare documentation for regulatory submission.,House,False,35.0,11.0,6.0,3.0
141,14,Fire Extinguisher Inspection,2024-08-31,2025-08-26,120,Compliant,Low,Dr Matthew Turner,Fire and Rescue Authority,FIR-BL506DN-2024,,,House,False,35.0,11.0,6.0,3.0
142,14,Smoke/Heat Detector Test,2024-11-11,2025-11-06,192,Compliant,Medium,Robin Henderson,Housing Ombudsman,SMO-rU907lV-2024,,,House,False,35.0,11.0,6.0,3.0
143,14,Water Risk Assessment,2024-08-22,2026-08-12,471,Compliant,High,Adam Foster,Health and Safety Executive,WAT-zr776iQ-2024,,,House,False,35.0,11.0,6.0,3.0
144,15,Fire Risk Assessment,2024-12-02,2025-11-27,213,Compliant,Medium,Ms Anne Howell,Regulator of Social Housing,FIR-vD400vp-2024,No issues found.,,Flat,False,32.0,13.0,8.0,8.0
145,15,Gas Safety Certificate,2025-03-08,2026-03-03,309,Compliant,High,Miss Leah Shaw,Regulator of Social Housing,GAS-cY658WF-2025,,,Flat,False,32.0,13.0,8.0,8.0
146,15,Asbestos Survey,2024-04-26,2026-04-16,353,Compliant,Low,Joel Robinson,Local Authority Building Control,ASB-xp984yS-2024,,,Flat,False,32.0,13.0,8.0,8.0
147,15,Legionella Risk Assessment,2024-10-26,2026-10-16,536,Compliant,Medium,Maureen Hughes,Building Safety Regulator,LEG-fs841Iz-2024,,,Flat,False,32.0,13.0,8.0,8.0
148,15,Lift Inspection,2025-03-23,2025-09-19,144,Compliant,Critical,Dr Matthew Taylor,Regulator of Social Housing,LIF-vu319Ub-2025,,,Flat,False,32.0,13.0,8.0,8.0
149,15,Emergency Lighting Test,2024-09-02,2025-08-28,122,Compliant,Low,Mr Derek Owen,Regulator of Social Housing,EME-fg540ny-2024,,,Flat,False,32.0,13.0,8.0,8.0
150,15,Fire Alarm System Test,2024-11-29,2025-05-28,30,Compliant,Critical,Lisa Wright,Building Safety Regulator,FIR-If084nx-2024,,,Flat,False,32.0,13.0,8.0,8.0
151,15,Fire Extinguisher Inspection,2024-10-14,2025-10-09,164,Compliant,Low,Billy Thomson,Health and Safety Executive,FIR-gF195eD-2024,,,Flat,False,32.0,13.0,8.0,8.0
152,15,Smoke/Heat Detector Test,2024-05-05,2025-04-30,2,Due Soon,Medium,Kyle Buckley,Regulator of Social Housing,SMO-iX360AW-2024,Reminder sent to property manager.,,Flat,False,32.0,13.0,8.0,8.0
153,15,Water Risk Assessment,2025-04-03,2027-03-24,695,Compliant,High,Mr Elliot Price,Regulator of Social Housing,WAT-rS660Fa-2025,,,Flat,False,32.0,13.0,8.0,8.0
154,16,Fire Risk Assessment,2025-01-01,2025-12-27,243,Compliant,Low,Daniel Khan,Fire and Rescue Authority,FIR-pO883oB-2025,,,Flat,False,29.0,8.0,4.0,5.0
155,16,Gas Safety Certificate,2024-05-26,2025-05-21,23,Due Soon,Low,Mrs Barbara Thomas,Local Authority Building Control,GAS-KG133Gy-2024,,,Flat,False,29.0,8.0,4.0,5.0
156,16,Electrical Installation Condition Report,2022-11-08,2027-10-13,898,Compliant,Low,Melanie Shaw,Local Authority Building Control,ELE-FR520Uz-2022,Routine inspection completed successfully.,,Flat,False,29.0,8.0,4.0,5.0
157,16,Asbestos Survey,2024-10-05,2026-09-25,515,Compliant,Medium,Mr Joel Owen,Fire and Rescue Authority,ASB-Tv381Ug-2024,,,Flat,False,29.0,8.0,4.0,5.0
158,16,Legionella Risk Assessment,2024-12-18,2026-12-08,589,Compliant,High,Benjamin Kaur-Mason,Building Safety Regulator,LEG-Np563zT-2024,,,Flat,False,29.0,8.0,4.0,5.0
159,16,Lift Inspection,2025-03-30,2025-09-26,151,Compliant,High,Stanley Sharp,Health and Safety Executive,LIF-YL978ki-2025,All systems functioning correctly.,,Flat,False,29.0,8.0,4.0,5.0
160,16,Emergency Lighting Test,2024-10-07,2025-10-02,157,Compliant,High,Ashley Taylor,Housing Ombudsman,EME-Pl708mR-2024,,,Flat,False,29.0,8.0,4.0,5.0
161,16,Fire Alarm System Test,2024-12-12,2025-06-10,43,Compliant,Low,Dr Bradley Jones,Regulator of Social Housing,FIR-NU337AI-2024,,,Flat,False,29.0,8.0,4.0,5.0
162,16,Fire Extinguisher Inspection,2024-10-20,2025-10-15,170,Compliant,High,Elliot Parkinson,Health and Safety Executive,FIR-aO897rl-2024,,,Flat,False,29.0,8.0,4.0,5.0
163,16,Smoke/Heat Detector Test,2024-06-20,2025-06-15,48,Compliant,Low,Georgina Tyler,Health and Safety Executive,SMO-Hb842lM-2024,,,Flat,False,29.0,8.0,4.0,5.0
164,16,Water Risk Assessment,2024-05-31,2026-05-21,388,Compliant,High,Bernard John,Local Authority Building Control,WAT-yE167ZI-2024,No issues found.,,Flat,False,29.0,8.0,4.0,5.0
165,17,Fire Risk Assessment,2025-03-10,2026-03-05,311,Compliant,Medium,Dr Janice Jones,Housing Ombudsman,FIR-UO317Mi-2025,Minor recommendations noted for future reference.,,Flat,False,33.0,14.0,9.0,4.0
166,17,Gas Safety Certificate,2024-05-07,2025-05-02,4,Due Soon,Critical,Adrian Roberts-Howard,Building Safety Regulator,GAS-kr023ez-2024,Inspection scheduled for next month.,,Flat,False,33.0,14.0,9.0,4.0
167,17,Electrical Installation Condition Report,2024-06-17,2029-05-22,1485,Compliant,High,Mr Dale Singh,Fire and Rescue Authority,ELE-Vq567KX-2024,Routine inspection completed successfully.,,Flat,False,33.0,14.0,9.0,4.0
168,17,Asbestos Survey,2024-08-30,2026-08-20,479,Compliant,Medium,Miss Emily Chapman,Health and Safety Executive,ASB-up699kF-2024,,,Flat,False,33.0,14.0,9.0,4.0
169,17,Legionella Risk Assessment,2024-06-02,2026-05-23,390,Compliant,Critical,Tracy Smith,Building Safety Regulator,LEG-QU006Ao-2024,,,Flat,False,33.0,14.0,9.0,4.0
170,17,Lift Inspection,2025-01-02,2025-07-01,64,Compliant,Critical,Joseph Tucker,Regulator of Social Housing,LIF-uO464oy-2025,,,Flat,False,33.0,14.0,9.0,4.0
171,17,Fire Alarm System Test,2025-03-27,2025-09-23,148,Compliant,Low,Miss Janice Preston,Local Authority Building Control,FIR-cI481Mj-2025,Fully compliant with current regulations.,,Flat,False,33.0,14.0,9.0,4.0
172,17,Fire Extinguisher Inspection,2024-12-30,2025-12-25,241,Compliant,Low,Lynne Davis,Local Authority Building Control,FIR-vs561uV-2024,,,Flat,False,33.0,14.0,9.0,4.0
173,17,Smoke/Heat Detector Test,2025-02-13,2026-02-08,286,Compliant,Low,Dr Vincent Collins,Housing Ombudsman,SMO-Et920al-2025,,,Flat,False,33.0,14.0,9.0,4.0
174,17,Water Risk Assessment,2025-04-02,2027-03-23,694,Compliant,Medium,Mr Duncan Harris,Local Authority Building Control,WAT-Ui783uz-2025,,,Flat,False,33.0,14.0,9.0,4.0
175,18,Gas Safety Certificate,2024-09-25,2025-09-20,145,Compliant,Low,Dr Ronald Kay,Regulator of Social Housing,GAS-Di164qY-2024,Minor recommendations noted for future reference.,,House,False,29.0,8.0,4.0,8.0
176,18,Electrical Installation Condition Report,2024-09-17,2029-08-22,1577,Compliant,Medium,Susan Byrne,Local Authority Building Control,ELE-gi896PQ-2024,,,House,False,29.0,8.0,4.0,8.0
177,18,Legionella Risk Assessment,2024-08-05,2026-07-26,454,Compliant,High,Ms Joanna Chapman,Regulator of Social Housing,LEG-iX361ej-2024,,,House,False,29.0,8.0,4.0,8.0
178,18,Emergency Lighting Test,2024-10-05,2025-09-30,155,Compliant,Medium,Marian Brady,Health and Safety Executive,EME-xm405OX-2024,,,House,False,29.0,8.0,4.0,8.0
179,18,Fire Alarm System Test,2025-04-08,2025-10-05,160,Compliant,Low,Mr Sean Shepherd,Local Authority Building Control,FIR-mt934Fe-2025,Routine inspection completed successfully.,,House,False,29.0,8.0,4.0,8.0
180,18,Fire Extinguisher Inspection,2024-11-13,2025-11-08,194,Compliant,Medium,Yvonne Reeves,Housing Ombudsman,FIR-ie651va-2024,,,House,False,29.0,8.0,4.0,8.0
181,18,Smoke/Heat Detector Test,2025-03-09,2026-03-04,310,Compliant,Medium,Nicholas Wood,Health and Safety Executive,SMO-sh034Jl-2025,,,House,False,29.0,8.0,4.0,8.0
182,18,Water Risk Assessment,2025-01-08,2026-12-29,610,Compliant,High,Martin Curtis,Local Authority Building Control,WAT-NY424FI-2025,,,House,False,29.0,8.0,4.0,8.0
183,19,Fire Risk Assessment,2025-03-11,2026-03-06,312,Compliant,Low,Dr Chloe Jackson,Fire and Rescue Authority,FIR-oG215fW-2025,,,Flat,False,35.0,7.0,4.0,8.0
184,19,Gas Safety Certificate,2024-08-29,2025-08-24,118,Due Soon,Low,Ms Paige Webster,Health and Safety Executive,GAS-xo937uH-2024,Contractor appointment pending.,,Flat,False,35.0,7.0,4.0,8.0
185,19,Electrical Installation Condition Report,2022-03-05,2027-02-07,650,Compliant,Medium,William Freeman,Regulator of Social Housing,ELE-DK946ua-2022,Routine inspection completed successfully.,,Flat,False,35.0,7.0,4.0,8.0
186,19,Asbestos Survey,2024-09-24,2026-09-14,504,Compliant,Critical,Jack Butler,Regulator of Social Housing,ASB-rc396yz-2024,Routine inspection completed successfully.,,Flat,False,35.0,7.0,4.0,8.0
187,19,Legionella Risk Assessment,2023-09-15,2025-09-04,129,Compliant,Low,Amy Jones,Local Authority Building Control,LEG-bp540Co-2023,,,Flat,False,35.0,7.0,4.0,8.0
188,19,Lift Inspection,2024-12-07,2025-06-05,38,Compliant,Low,Mr Ryan Jones,Fire and Rescue Authority,LIF-Sm335GV-2024,,,Flat,False,35.0,7.0,4.0,8.0
189,19,Emergency Lighting Test,2024-06-14,2025-06-09,42,Compliant,High,Mrs Hannah Patel,Regulator of Social Housing,EME-rI157tm-2024,,,Flat,False,35.0,7.0,4.0,8.0
190,19,Fire Alarm System Test,2024-11-02,2025-05-01,3,Due Soon,Medium,Kenneth Miller,Local Authority Building Control,FIR-Ek915cv-2024,Contractor appointment pending.,,Flat,False,35.0,7.0,4.0,8.0
191,19,Fire Extinguisher Inspection,2025-02-14,2026-02-09,287,Compliant,Low,Duncan Thompson-Owens,Building Safety Regulator,FIR-Zx897uF-2025,No issues found.,,Flat,False,35.0,7.0,4.0,8.0
192,19,Smoke/Heat Detector Test,2024-10-18,2025-10-13,168,Compliant,Medium,Dr Terence Reynolds,Fire and Rescue Authority,SMO-Eb017yU-2024,Routine inspection completed successfully.,,Flat,False,35.0,7.0,4.0,8.0
193,19,Water Risk Assessment,2024-07-12,2026-07-02,430,Compliant,High,Mr Dylan Holland,Health and Safety Executive,WAT-uW489cM-2024,Fully compliant with current regulations.,,Flat,False,35.0,7.0,4.0,8.0
194,20,Gas Safety Certificate,2024-09-23,2025-09-18,143,Compliant,Medium,Kevin Hobbs-Glover,Building Safety Regulator,GAS-Hl149Of-2024,,,Flat,False,34.0,10.0,5.0,3.0
195,20,Electrical Installation Condition Report,2023-05-23,2028-04-26,1094,Compliant,Medium,Charlie Taylor,Fire and Rescue Authority,ELE-nv553oe-2023,,,Flat,False,34.0,10.0,5.0,3.0
196,20,Asbestos Survey,2024-06-17,2026-06-07,405,Compliant,Medium,Damien Turner,Housing Ombudsman,ASB-xO879Kp-2024,All systems functioning correctly.,,Flat,False,34.0,10.0,5.0,3.0
197,20,Legionella Risk Assessment,2024-12-09,2026-11-29,580,Compliant,Low,Linda Gardner-Coleman,Fire and Rescue Authority,LEG-IX669gS-2024,,,Flat,False,34.0,10.0,5.0,3.0
198,20,Emergency Lighting Test,2024-10-16,2025-10-11,166,Compliant,Low,Rachel James,Local Authority Building Control,EME-BJ038Hn-2024,,,Flat,False,34.0,10.0,5.0,3.0
199,20,Fire Alarm System Test,2025-04-10,2025-10-07,162,Compliant,High,Timothy Norman,Regulator of Social Housing,FIR-mJ862YY-2025,No issues found.,,Flat,False,34.0,10.0,5.0,3.0
200,20,Fire Extinguisher Inspection,2024-11-19,2025-11-14,200,Compliant,Low,Mohamed Gilbert,Housing Ombudsman,FIR-zo599Jk-2024,,,Flat,False,34.0,10.0,5.0,3.0
201,20,Smoke/Heat Detector Test,2024-10-03,2025-09-28,153,Compliant,Low,Miss Naomi Lawrence,Housing Ombudsman,SMO-Yi196HB-2024,,,Flat,False,34.0,10.0,5.0,3.0
202,20,Water Risk Assessment,2024-02-06,2026-01-26,273,Compliant,Low,James Cartwright-Howard,Local Authority Building Control,WAT-bp981Jy-2024,,,Flat,False,34.0,10.0,5.0,3.0
203,21,Fire Risk Assessment,2024-11-21,2025-11-16,202,Compliant,Low,Albert White,Local Authority Building Control,FIR-Qw968li-2024,,,Flat,False,32.0,13.0,8.0,
204,21,Gas Safety Certificate,2025-03-01,2026-02-24,302,Compliant,Medium,Matthew Townsend,Local Authority Building Control,GAS-UW442md-2025,,,Flat,False,32.0,13.0,8.0,
205,21,Electrical Installation Condition Report,2024-06-02,2029-05-07,1470,Compliant,High,Marion Morton-Mellor,Local Authority Building Control,ELE-fx139wh-2024,Routine inspection completed successfully.,,Flat,False,32.0,13.0,8.0,
206,21,Asbestos Survey,2023-06-27,2025-06-16,49,Critical Overdue,Medium,Cheryl Evans,Regulator of Social Housing,ASB-PQ567SA-2023,Emergency inspection being arranged.,Allocate budget for necessary repairs before certification.,Flat,False,32.0,13.0,8.0,
207,21,Legionella Risk Assessment,2024-09-11,2026-09-01,491,Compliant,High,Mr Lewis Cartwright,Housing Ombudsman,LEG-iz071Mc-2024,,,Flat,False,32.0,13.0,8.0,
208,21,Lift Inspection,2024-11-19,2025-05-18,20,Due Soon,Low,Mr Carl Atkins,Building Safety Regulator,LIF-Ty376ry-2024,Follow-up required before expiry.,,Flat,False,32.0,13.0,8.0,
209,21,Emergency Lighting Test,2024-10-30,2025-10-25,180,Compliant,Medium,Mary Bell,Fire and Rescue Authority,EME-yC667OU-2024,,,Flat,False,32.0,13.0,8.0,
210,21,Fire Extinguisher Inspection,2024-06-02,2025-05-28,30,Compliant,Low,Miss Geraldine Smith,Health and Safety Executive,FIR-Qe783wS-2024,,,Flat,False,32.0,13.0,8.0,
211,21,Smoke/Heat Detector Test,2024-07-19,2025-07-14,77,Compliant,Medium,Rosie Davies,Regulator of Social Housing,SMO-Yv506xr-2024,,,Flat,False,32.0,13.0,8.0,
212,21,Water Risk Assessment,2024-05-30,2026-05-20,387,Compliant,High,Leigh Andrews,Housing Ombudsman,WAT-vo156gR-2024,No issues found.,,Flat,False,32.0,13.0,8.0,
213,22,Fire Risk Assessment,2024-11-04,2025-10-30,185,Compliant,High,Trevor Scott,Health and Safety Executive,FIR-mG355uu-2024,,,Flat,False,29.0,8.0,4.0,
214,22,Gas Safety Certificate,2024-09-16,2025-09-11,136,Compliant,Low,Aimee Bailey-Richardson,Housing Ombudsman,GAS-Ns635an-2024,,,Flat,False,29.0,8.0,4.0,
215,22,Electrical Installation Condition Report,2023-09-27,2028-08-31,1221,Compliant,Low,Paige Davies,Fire and Rescue Authority,ELE-Ew991SM-2023,,,Flat,False,29.0,8.0,4.0,
216,22,Asbestos Survey,2024-05-21,2026-05-11,378,Compliant,Medium,Mrs Hilary Williams,Regulator of Social Housing,ASB-Ll777aI-2024,,,Flat,False,29.0,8.0,4.0,
217,22,Legionella Risk Assessment,2024-06-24,2026-06-14,412,Compliant,High,Elliott Brooks-Adams,Fire and Rescue Authority,LEG-ZP153ls-2024,All systems functioning correctly.,,Flat,False,29.0,8.0,4.0,
218,22,Lift Inspection,2024-11-12,2025-05-11,13,Due Soon,Low,Victor West,Building Safety Regulator,LIF-wK358Ts-2024,Reminder sent to property manager.,,Flat,False,29.0,8.0,4.0,
219,22,Emergency Lighting Test,2025-02-22,2026-02-17,295,Compliant,High,Eric Morris,Regulator of Social Housing,EME-Rv640KV-2025,,,Flat,False,29.0,8.0,4.0,
220,22,Fire Alarm System Test,2024-11-08,2025-05-07,9,Due Soon,Low,Dr Alex Bull,Fire and Rescue Authority,FIR-jJ852IO-2024,Contractor appointment pending.,Contact approved contractor for assessment.,Flat,False,29.0,8.0,4.0,
221,22,Fire Extinguisher Inspection,2025-01-20,2026-01-15,262,Compliant,High,Rosie Stevens,Local Authority Building Control,FIR-JW913ZG-2025,Routine inspection completed successfully.,,Flat,False,29.0,8.0,4.0,
222,22,Smoke/Heat Detector Test,2024-07-26,2025-07-21,84,Compliant,Low,Shaun James,Housing Ombudsman,SMO-kX851qV-2024,Routine inspection completed successfully.,,Flat,False,29.0,8.0,4.0,
223,22,Water Risk Assessment,2023-08-26,2025-08-15,109,Compliant,Medium,Miss Dorothy Allen,Local Authority Building Control,WAT-QX933YP-2023,Fully compliant with current regulations.,,Flat,False,29.0,8.0,4.0,
224,23,Fire Risk Assessment,2024-09-16,2025-09-11,136,Compliant,Low,Dr Garry Hall,Regulator of Social Housing,FIR-fg454mL-2024,,,Flat,False,35.0,2.0,1.0,2.0
225,23,Gas Safety Certificate,2024-09-11,2025-09-06,131,Compliant,Low,Mr Russell Johnson,Local Authority Building Control,GAS-kT292BN-2024,,,Flat,False,35.0,2.0,1.0,2.0
226,23,Electrical Installation Condition Report,2020-08-22,2025-07-27,90,Compliant,Medium,Louis Green-Parker,Housing Ombudsman,ELE-JF977vH-2020,,,Flat,False,35.0,2.0,1.0,2.0
227,23,Asbestos Survey,2024-04-02,2026-03-23,329,Compliant,Low,Geraldine Davies,Building Safety Regulator,ASB-pk588FH-2024,,,Flat,False,35.0,2.0,1.0,2.0
228,23,Legionella Risk Assessment,2025-02-17,2027-02-07,650,Compliant,High,Bradley Gordon-Adams,Health and Safety Executive,LEG-Pb073vt-2025,,,Flat,False,35.0,2.0,1.0,2.0
229,23,Lift Inspection,2025-04-02,2025-09-29,154,Compliant,Medium,Jonathan King,Housing Ombudsman,LIF-CV596Xx-2025,,,Flat,False,35.0,2.0,1.0,2.0
230,23,Emergency Lighting Test,2024-12-10,2025-12-05,221,Compliant,High,Mrs Abbie Howard,Housing Ombudsman,EME-ro277Nm-2024,Minor recommendations noted for future reference.,,Flat,False,35.0,2.0,1.0,2.0
231,23,Fire Alarm System Test,2025-01-03,2025-07-02,65,Compliant,Critical,Alison Atkinson,Health and Safety Executive,FIR-KS773rf-2025,,,Flat,False,35.0,2.0,1.0,2.0
232,23,Fire Extinguisher Inspection,2024-10-13,2025-10-08,163,Compliant,Low,Dr Laura Walton,Fire and Rescue Authority,FIR-Jw405WT-2024,,,Flat,False,35.0,2.0,1.0,2.0
233,23,Smoke/Heat Detector Test,2024-05-31,2025-05-26,28,Due Soon,Low,Gail Khan,Local Authority Building Control,SMO-eW020ps-2024,Contractor appointment pending.,,Flat,False,35.0,2.0,1.0,2.0
234,23,Water Risk Assessment,2024-05-02,2026-04-22,359,Compliant,High,Donald King,Housing Ombudsman,WAT-wF085Sc-2024,No issues found.,,Flat,False,35.0,2.0,1.0,2.0
235,24,Gas Safety Certificate,2024-06-21,2025-06-16,49,Compliant,Low,Ben Morgan,Health and Safety Executive,GAS-fQ833CC-2024,,,Flat,False,35.0,17.0,10.0,8.0
236,24,Electrical Installation Condition Report,2023-12-27,2028-11-30,1312,Compliant,Low,Diana Lawson-Mills,Housing Ombudsman,ELE-td306PB-2023,,,Flat,False,35.0,17.0,10.0,8.0
237,24,Asbestos Survey,2024-06-27,2026-06-17,415,Compliant,Critical,Nigel Morgan,Regulator of Social Housing,ASB-kJ138ZX-2024,,,Flat,False,35.0,17.0,10.0,8.0
238,24,Legionella Risk Assessment,2024-02-14,2026-02-03,281,Compliant,Low,Alan Knight,Housing Ombudsman,LEG-se659oX-2024,,,Flat,False,35.0,17.0,10.0,8.0
239,24,Lift Inspection,2025-01-26,2025-07-25,88,Compliant,Low,Barry Morris,Housing Ombudsman,LIF-Wv841WS-2025,,,Flat,False,35.0,17.0,10.0,8.0
240,24,Emergency Lighting Test,2024-08-31,2025-08-26,120,Compliant,Low,Paige Giles-Brown,Fire and Rescue Authority,EME-uV870aS-2024,,,Flat,False,35.0,17.0,10.0,8.0
241,24,Fire Extinguisher Inspection,2024-05-27,2025-05-22,24,Due Soon,Low,Dr Roger Brown,Housing Ombudsman,FIR-on139Xs-2024,,,Flat,False,35.0,17.0,10.0,8.0
242,24,Water Risk Assessment,2025-01-29,2027-01-19,631,Compliant,High,Thomas Campbell-King,Regulator of Social Housing,WAT-NM778Nk-2025,,,Flat,False,35.0,17.0,10.0,8.0
243,25,Fire Risk Assessment,2025-02-18,2026-02-13,291,Due Soon,Medium,Denise McDonald,Building Safety Regulator,FIR-hT286HO-2025,Inspection scheduled for next month.,Contact approved contractor for assessment.,Flat,False,33.0,14.0,9.0,4.0
244,25,Gas Safety Certificate,2024-11-21,2025-11-16,202,Compliant,Low,Miss Gemma Taylor,Housing Ombudsman,GAS-La957fF-2024,,,Flat,False,33.0,14.0,9.0,4.0
245,25,Asbestos Survey,2025-03-11,2027-03-01,672,Compliant,Low,Justin Ahmed,Fire and Rescue Authority,ASB-Be466mm-2025,,,Flat,False,33.0,14.0,9.0,4.0
246,25,Legionella Risk Assessment,2024-03-15,2026-03-05,311,Compliant,Medium,Mr Aaron Davis,Building Safety Regulator,LEG-KE538EQ-2024,,,Flat,False,33.0,14.0,9.0,4.0
247,25,Lift Inspection,2025-01-24,2025-07-23,86,Compliant,Medium,Sheila Scott,Housing Ombudsman,LIF-HR206sW-2025,,,Flat,False,33.0,14.0,9.0,4.0
248,25,Emergency Lighting Test,2024-09-20,2025-09-15,140,Compliant,Medium,Mr Ashley Begum,Local Authority Building Control,EME-EL552xv-2024,,,Flat,False,33.0,14.0,9.0,4.0
249,25,Fire Alarm System Test,2024-11-10,2025-05-09,11,Due Soon,Low,Gillian Jones,Building Safety Regulator,FIR-EQ752FK-2024,,,Flat,False,33.0,14.0,9.0,4.0
250,25,Fire Extinguisher Inspection,2025-04-07,2026-04-02,339,Compliant,Low,Bethany Smith,Fire and Rescue Authority,FIR-Jm843Kp-2025,,,Flat,False,33.0,14.0,9.0,4.0
251,25,Smoke/Heat Detector Test,2025-03-30,2026-03-25,331,Compliant,Medium,Charles Pope,Fire and Rescue Authority,SMO-Ru845wF-2025,,,Flat,False,33.0,14.0,9.0,4.0
252,25,Water Risk Assessment,2025-03-28,2027-03-18,689,Compliant,Low,Michelle Taylor,Building Safety Regulator,WAT-Fr815rj-2025,No issues found.,,Flat,False,33.0,14.0,9.0,4.0
253,26,Fire Risk Assessment,2024-10-25,2025-10-20,175,Compliant,Medium,Dr Graham Williams,Housing Ombudsman,FIR-Iu591kg-2024,All systems functioning correctly.,,Flat,False,33.0,5.0,3.0,6.0
254,26,Gas Safety Certificate,2024-10-20,2025-10-15,170,Compliant,Critical,Graeme Bird,Health and Safety Executive,GAS-QU235zW-2024,,,Flat,False,33.0,5.0,3.0,6.0
255,26,Electrical Installation Condition Report,2021-09-06,2026-08-11,470,Compliant,Low,Raymond Brown,Health and Safety Executive,ELE-fO896OM-2021,All systems functioning correctly.,,Flat,False,33.0,5.0,3.0,6.0
256,26,Asbestos Survey,2023-10-01,2025-09-20,145,Due Soon,Low,Amelia Summers-Lowe,Regulator of Social Housing,ASB-xz843qH-2023,Renewal process initiated.,Allocate budget for necessary repairs before certification.,Flat,False,33.0,5.0,3.0,6.0
257,26,Legionella Risk Assessment,2025-02-12,2027-02-02,645,Compliant,Low,Dr Gerald Patel,Regulator of Social Housing,LEG-kb749KC-2025,,,Flat,False,33.0,5.0,3.0,6.0
