propertyid,quarter,year,period_start,period_end,expected_rent_gbp,actual_rent_gbp,rent_collection_rate_percent,void_loss_gbp,service_charge_income_gbp,maintenance_cost_gbp,management_cost_gbp,net_income_gbp,estimated_property_value_gbp,quarterly_roi_percent,annualized_roi_percent,property_type,blockid,estateid
13,4,2024,2024-10-01,2024-12-31,2453,2310,94.2,0,353,418,214,2030,255024,0.8,3.18,Flat,17.0,10.0
343,4,2024,2024-10-01,2024-12-31,2538,2521,99.3,0,0,556,211,1754,297559,0.59,2.36,Block of Flats,19.0,
499,4,2024,2024-10-01,2024-12-31,1988,1877,94.4,0,465,775,184,1383,301090,0.46,1.84,Flat,,
207,4,2024,2024-10-01,2024-12-31,2026,1855,91.6,0,0,742,237,876,328433,0.27,1.07,Block of Flats,11.0,6.0
283,4,2024,2024-10-01,2024-12-31,2645,2470,93.4,0,301,740,306,1726,266889,0.65,2.59,Flat,18.0,
255,4,2024,2024-10-01,2024-12-31,2069,1956,94.5,0,370,737,199,1390,204825,0.68,2.71,Flat,22.0,
5,4,2024,2024-10-01,2024-12-31,2706,2478,91.6,0,264,632,226,1884,167659,1.12,4.49,House,16.0,9.0
62,4,2024,2024-10-01,2024-12-31,2485,2427,97.7,0,441,207,260,2402,235229,1.02,4.08,Flat,17.0,10.0
48,4,2024,2024-10-01,2024-12-31,1962,1886,96.1,0,303,660,164,1365,312680,0.44,1.75,Flat,4.0,2.0
261,4,2024,2024-10-01,2024-12-31,2216,2160,97.5,0,501,517,242,1902,343641,0.55,2.21,Flat,22.0,
139,4,2024,2024-10-01,2024-12-31,3118,2850,91.4,0,226,581,317,2179,266414,0.82,3.27,House,14.0,9.0
136,4,2024,2024-10-01,2024-12-31,2697,2623,97.3,1618,381,605,245,536,204954,0.26,1.05,Flat,5.0,3.0
129,4,2024,2024-10-01,2024-12-31,2431,2346,96.5,0,490,728,225,1884,236185,0.8,3.19,Flat,11.0,6.0
477,4,2024,2024-10-01,2024-12-31,1985,1856,93.5,0,360,347,224,1645,233987,0.7,2.81,Flat,,
9,4,2024,2024-10-01,2024-12-31,1828,1661,90.9,0,489,570,213,1367,286633,0.48,1.91,Flat,11.0,6.0
327,4,2024,2024-10-01,2024-12-31,2557,2456,96.1,0,398,691,209,1954,225272,0.87,3.47,Flat,19.0,
464,4,2024,2024-10-01,2024-12-31,1845,1725,93.5,0,421,573,193,1380,339261,0.41,1.63,Flat,,
15,4,2024,2024-10-01,2024-12-31,2035,2027,99.6,0,434,320,203,1937,275529,0.7,2.81,Flat,13.0,8.0
157,4,2024,2024-10-01,2024-12-31,1878,1737,92.5,0,535,763,152,1357,252595,0.54,2.15,Flat,13.0,8.0
469,4,2024,2024-10-01,2024-12-31,1876,1755,93.6,0,395,728,211,1211,163673,0.74,2.96,Flat,,
217,4,2024,2024-10-01,2024-12-31,3091,3000,97.0,0,105,216,353,2536,342406,0.74,2.96,House,5.0,3.0
431,4,2024,2024-10-01,2024-12-31,3217,2961,92.1,0,146,607,267,2234,285240,0.78,3.13,House,,
208,4,2024,2024-10-01,2024-12-31,1810,1698,93.8,0,422,708,152,1260,338915,0.37,1.49,Flat,17.0,10.0
489,4,2024,2024-10-01,2024-12-31,2751,2532,92.0,0,0,378,268,1885,181907,1.04,4.15,Block of Flats,,
304,4,2024,2024-10-01,2024-12-31,2574,2569,99.8,744,0,327,259,1239,151799,0.82,3.26,Block of Flats,22.0,
351,4,2024,2024-10-01,2024-12-31,3346,3104,92.8,0,273,641,297,2440,275981,0.88,3.54,House,18.0,
162,4,2024,2024-10-01,2024-12-31,2029,1954,96.3,0,0,205,165,1585,346634,0.46,1.83,Block of Flats,14.0,9.0
310,4,2024,2024-10-01,2024-12-31,1974,1974,100.0,0,519,616,217,1659,258960,0.64,2.56,Flat,22.0,
260,4,2024,2024-10-01,2024-12-31,1836,1811,98.6,0,578,566,148,1675,289752,0.58,2.31,Flat,22.0,
390,4,2024,2024-10-01,2024-12-31,2945,2789,94.7,0,118,666,281,1960,205267,0.95,3.82,House,19.0,
2,4,2024,2024-10-01,2024-12-31,2286,2110,92.3,0,390,308,252,1940,227510,0.85,3.41,Flat,15.0,9.0
483,4,2024,2024-10-01,2024-12-31,2338,2254,96.4,0,432,673,197,1816,291783,0.62,2.49,Flat,,
420,4,2024,2024-10-01,2024-12-31,2038,1979,97.1,0,354,280,227,1826,193916,0.94,3.77,Flat,20.0,
367,4,2024,2024-10-01,2024-12-31,2134,2056,96.3,0,320,589,234,1553,172092,0.9,3.61,Flat,22.0,
474,4,2024,2024-10-01,2024-12-31,3436,3193,92.9,0,222,677,399,2339,254749,0.92,3.67,House,,
14,4,2024,2024-10-01,2024-12-31,2919,2901,99.4,0,143,713,266,2065,234638,0.88,3.52,House,11.0,6.0
320,4,2024,2024-10-01,2024-12-31,2076,1891,91.1,1130,476,676,210,350,338644,0.1,0.41,Flat,20.0,
105,1,2025,2025-01-01,2025-05-30,2736,2685,98.1,0,540,615,254,2356,211661,1.11,4.45,Flat,5.0,3.0
395,1,2025,2025-01-01,2025-05-30,2472,2471,99.9,0,383,665,266,1922,173489,1.11,4.43,Flat,21.0,
10,1,2025,2025-01-01,2025-05-30,2528,2282,90.3,1124,375,277,257,1000,269026,0.37,1.49,Flat,6.0,4.0
407,1,2025,2025-01-01,2025-05-30,3254,3213,98.7,0,285,372,265,2860,215029,1.33,5.32,House,20.0,
85,1,2025,2025-01-01,2025-05-30,2474,2383,96.3,0,365,238,211,2299,320867,0.72,2.87,Flat,9.0,5.0
372,1,2025,2025-01-01,2025-05-30,2399,2220,92.5,0,489,298,210,2200,168646,1.3,5.22,Flat,19.0,
389,1,2025,2025-01-01,2025-05-30,2759,2633,95.4,0,569,516,304,2382,276144,0.86,3.45,Flat,18.0,
496,1,2025,2025-01-01,2025-05-30,3215,3111,96.8,0,110,681,266,2275,279806,0.81,3.25,House,,
492,1,2025,2025-01-01,2025-05-30,2606,2399,92.0,0,165,683,251,1630,309802,0.53,2.1,House,,
337,1,2025,2025-01-01,2025-05-30,3452,3377,97.8,0,207,305,303,2976,265875,1.12,4.48,House,20.0,
441,1,2025,2025-01-01,2025-05-30,2493,2467,99.0,0,415,531,278,2074,170320,1.22,4.87,Flat,,
3,1,2025,2025-01-01,2025-05-30,2786,2759,99.0,0,417,519,272,2385,330287,0.72,2.89,Flat,10.0,5.0
64,1,2025,2025-01-01,2025-05-30,1997,1954,97.9,0,349,421,205,1677,338057,0.5,1.98,Flat,1.0,1.0
486,1,2025,2025-01-01,2025-05-30,2357,2149,91.2,0,427,370,270,1935,321148,0.6,2.41,Flat,,
78,1,2025,2025-01-01,2025-05-30,1889,1862,98.6,0,434,245,214,1837,206088,0.89,3.57,Flat,17.0,10.0
1,1,2025,2025-01-01,2025-05-30,2222,2202,99.1,0,439,758,193,1690,276525,0.61,2.44,Flat,1.0,1.0
12,1,2025,2025-01-01,2025-05-30,2481,2253,90.8,0,446,597,222,1880,254264,0.74,2.96,Flat,17.0,10.0
23,1,2025,2025-01-01,2025-05-30,1892,1751,92.5,0,479,509,220,1501,251311,0.6,2.39,Flat,2.0,1.0
183,1,2025,2025-01-01,2025-05-30,2049,1891,92.3,0,541,417,239,1777,185236,0.96,3.84,Flat,12.0,7.0
132,1,2025,2025-01-01,2025-05-30,2150,2028,94.3,0,499,594,180,1753,224898,0.78,3.12,Flat,13.0,8.0
411,1,2025,2025-01-01,2025-05-30,2714,2683,98.9,0,500,313,245,2625,193160,1.36,5.44,Flat,19.0,
194,1,2025,2025-01-01,2025-05-30,2201,2159,98.1,0,331,521,196,1773,345060,0.51,2.06,Flat,4.0,2.0
149,1,2025,2025-01-01,2025-05-30,2212,2040,92.2,0,0,216,230,1594,305841,0.52,2.08,Block of Flats,13.0,8.0
19,1,2025,2025-01-01,2025-05-30,2349,2259,96.2,0,358,538,234,1845,225885,0.82,3.27,Flat,7.0,4.0
324,1,2025,2025-01-01,2025-05-30,2648,2589,97.8,0,504,384,274,2435,333970,0.73,2.92,Flat,19.0,
484,1,2025,2025-01-01,2025-05-30,1979,1784,90.1,792,364,382,211,764,271995,0.28,1.12,Flat,,
40,1,2025,2025-01-01,2025-05-30,2223,2064,92.9,0,549,762,238,1613,289271,0.56,2.23,Flat,5.0,3.0
452,1,2025,2025-01-01,2025-05-30,2731,2634,96.5,0,146,231,307,2243,243921,0.92,3.68,House,,
353,1,2025,2025-01-01,2025-05-30,2123,2070,97.5,0,303,377,229,1767,289742,0.61,2.44,Flat,22.0,
278,1,2025,2025-01-01,2025-05-30,2497,2486,99.5,0,552,482,207,2349,290433,0.81,3.23,Flat,20.0,
291,1,2025,2025-01-01,2025-05-30,1886,1817,96.3,0,446,619,193,1450,221885,0.65,2.61,Flat,18.0,
305,1,2025,2025-01-01,2025-05-30,2650,2532,95.5,0,488,400,268,2352,210002,1.12,4.48,Flat,18.0,
269,1,2025,2025-01-01,2025-05-30,2796,2705,96.7,0,475,257,294,2629,153414,1.71,6.85,Flat,19.0,
70,1,2025,2025-01-01,2025-05-30,3094,2888,93.3,0,166,772,348,1934,155714,1.24,4.97,House,13.0,8.0
456,1,2025,2025-01-01,2025-05-30,1876,1799,95.9,0,403,496,195,1511,289203,0.52,2.09,Flat,,
466,1,2025,2025-01-01,2025-05-30,2989,2965,99.2,0,164,506,268,2355,180496,1.3,5.22,House,,
83,1,2025,2025-01-01,2025-05-30,2717,2621,96.5,0,190,439,256,2117,218666,0.97,3.87,House,14.0,9.0
478,1,2025,2025-01-01,2025-05-30,2312,2154,93.2,0,0,639,252,1264,181500,0.7,2.78,Block of Flats,,
173,1,2025,2025-01-01,2025-05-30,2454,2364,96.3,0,583,693,270,1984,255890,0.78,3.1,Flat,4.0,2.0
279,1,2025,2025-01-01,2025-05-30,2114,2044,96.7,0,0,622,194,1228,346931,0.35,1.42,Block of Flats,18.0,
348,1,2025,2025-01-01,2025-05-30,2715,2641,97.3,151,325,604,304,1907,304174,0.63,2.51,Flat,22.0,
16,1,2025,2025-01-01,2025-05-30,2076,2010,96.8,0,391,269,209,1922,308683,0.62,2.49,Flat,8.0,4.0
250,1,2025,2025-01-01,2025-05-30,3306,2989,90.4,0,249,268,297,2674,183929,1.45,5.81,House,21.0,
323,1,2025,2025-01-01,2025-05-30,2152,2121,98.6,0,0,461,212,1448,330727,0.44,1.75,Block of Flats,21.0,
57,1,2025,2025-01-01,2025-05-30,2543,2292,90.1,0,352,719,240,1685,200320,0.84,3.36,Flat,7.0,4.0
302,1,2025,2025-01-01,2025-05-30,2372,2293,96.7,738,0,447,271,838,207723,0.4,1.61,Block of Flats,19.0,
336,1,2025,2025-01-01,2025-05-30,2644,2454,92.8,0,317,515,222,2034,158745,1.28,5.12,Flat,18.0,
465,1,2025,2025-01-01,2025-05-30,2258,2042,90.4,0,0,250,253,1539,162729,0.95,3.78,Block of Flats,,
248,1,2025,2025-01-01,2025-05-30,2626,2400,91.4,0,281,632,238,1811,275940,0.66,2.62,House,19.0,
238,1,2025,2025-01-01,2025-05-30,2524,2340,92.7,0,413,694,275,1784,180447,0.99,3.96,Flat,18.0,
43,1,2025,2025-01-01,2025-05-30,2372,2319,97.8,0,0,581,205,1534,266222,0.58,2.3,Block of Flats,16.0,9.0
221,1,2025,2025-01-01,2025-05-30,2491,2401,96.4,0,567,729,206,2033,336626,0.6,2.42,Flat,7.0,4.0
177,1,2025,2025-01-01,2025-05-30,2013,1872,93.0,0,348,582,200,1437,305461,0.47,1.88,Flat,15.0,9.0
154,1,2025,2025-01-01,2025-05-30,3104,2818,90.8,0,168,701,335,1950,251553,0.78,3.1,House,15.0,9.0
114,1,2025,2025-01-01,2025-05-30,2733,2635,96.4,0,437,444,282,2346,305012,0.77,3.08,Flat,6.0,4.0
266,1,2025,2025-01-01,2025-05-30,2177,1990,91.4,0,402,579,232,1581,259178,0.61,2.44,Flat,22.0,
480,1,2025,2025-01-01,2025-05-30,3015,2843,94.3,0,161,555,350,2099,201270,1.04,4.17,House,,
95,1,2025,2025-01-01,2025-05-30,3293,3205,97.3,0,147,288,316,2748,194390,1.41,5.66,House,13.0,8.0
267,1,2025,2025-01-01,2025-05-30,2397,2263,94.4,0,370,771,267,1595,223181,0.71,2.86,Flat,20.0,
223,1,2025,2025-01-01,2025-05-30,2784,2673,96.0,0,424,572,314,2211,205057,1.08,4.31,Flat,14.0,9.0
6,1,2025,2025-01-01,2025-05-30,2217,2056,92.8,0,363,593,263,1563,204281,0.77,3.06,Flat,3.0,1.0
358,1,2025,2025-01-01,2025-05-30,2649,2563,96.8,0,341,244,294,2366,152712,1.55,6.2,Flat,21.0,
111,1,2025,2025-01-01,2025-05-30,2392,2290,95.8,0,494,405,261,2119,299821,0.71,2.83,Flat,8.0,4.0
319,1,2025,2025-01-01,2025-05-30,2500,2363,94.5,0,0,381,279,1703,208474,0.82,3.27,Block of Flats,21.0,
30,1,2025,2025-01-01,2025-05-30,2187,2108,96.4,0,0,371,211,1526,282144,0.54,2.16,Block of Flats,4.0,2.0
490,1,2025,2025-01-01,2025-05-30,2382,2286,96.0,0,322,616,221,1771,344353,0.51,2.06,Flat,,
115,1,2025,2025-01-01,2025-05-30,2109,1970,93.4,0,320,681,194,1415,172096,0.82,3.29,Flat,9.0,5.0
176,1,2025,2025-01-01,2025-05-30,2790,2718,97.4,0,158,224,261,2390,240223,1.0,3.98,House,6.0,4.0
182,1,2025,2025-01-01,2025-05-30,2428,2255,92.9,0,510,257,256,2252,177143,1.27,5.09,Flat,1.0,1.0
370,1,2025,2025-01-01,2025-05-30,2403,2304,95.9,0,563,563,245,2059,151476,1.36,5.44,Flat,18.0,
455,1,2025,2025-01-01,2025-05-30,2709,2603,96.1,0,262,349,241,2275,291875,0.78,3.12,House,,
376,1,2025,2025-01-01,2025-05-30,1914,1907,99.6,0,586,714,206,1572,276863,0.57,2.27,Flat,19.0,
401,1,2025,2025-01-01,2025-05-30,2502,2447,97.8,0,482,589,208,2132,251854,0.85,3.39,Flat,20.0,
93,1,2025,2025-01-01,2025-05-30,2352,2227,94.7,0,344,778,273,1519,327294,0.46,1.86,Flat,16.0,9.0
368,1,2025,2025-01-01,2025-05-30,1885,1824,96.8,0,552,717,222,1437,304452,0.47,1.89,Flat,20.0,
468,1,2025,2025-01-01,2025-05-30,2482,2408,97.0,0,507,211,213,2490,207183,1.2,4.81,Flat,,
251,1,2025,2025-01-01,2025-05-30,1952,1902,97.4,0,328,586,178,1466,291916,0.5,2.01,Flat,18.0,
120,1,2025,2025-01-01,2025-05-30,2652,2634,99.3,0,255,584,222,2083,331133,0.63,2.52,House,7.0,4.0
355,1,2025,2025-01-01,2025-05-30,2587,2508,96.9,0,243,398,224,2129,225040,0.95,3.78,House,21.0,
354,1,2025,2025-01-01,2025-05-30,2558,2407,94.1,0,568,226,262,2487,307126,0.81,3.24,Flat,22.0,
235,1,2025,2025-01-01,2025-05-30,2613,2566,98.2,1074,326,506,211,1101,160251,0.69,2.75,Flat,20.0,
383,1,2025,2025-01-01,2025-05-30,2427,2225,91.7,0,550,662,211,1903,252678,0.75,3.01,Flat,18.0,
275,1,2025,2025-01-01,2025-05-30,2055,2023,98.5,0,480,435,241,1827,152428,1.2,4.79,Flat,21.0,
37,1,2025,2025-01-01,2025-05-30,2304,2084,90.5,0,592,489,248,1939,177902,1.09,4.36,Flat,10.0,5.0
140,1,2025,2025-01-01,2025-05-30,2078,1924,92.6,0,467,762,235,1394,228233,0.61,2.44,Flat,1.0,1.0
440,1,2025,2025-01-01,2025-05-30,3317,3245,97.8,0,280,520,267,2738,212040,1.29,5.17,House,,
7,1,2025,2025-01-01,2025-05-30,2389,2323,97.2,0,350,211,259,2203,273125,0.81,3.23,Flat,2.0,1.0
347,1,2025,2025-01-01,2025-05-30,2834,2647,93.4,0,0,309,285,2053,183547,1.12,4.47,Block of Flats,20.0,
11,1,2025,2025-01-01,2025-05-30,2623,2454,93.6,0,369,281,266,2277,169274,1.34,5.38,Flat,17.0,10.0
381,1,2025,2025-01-01,2025-05-30,2230,2072,92.9,0,533,536,215,1854,244585,0.76,3.03,Flat,21.0,
315,1,2025,2025-01-01,2025-05-30,2652,2569,96.9,560,468,720,235,1523,192168,0.79,3.17,Flat,22.0,
470,1,2025,2025-01-01,2025-05-30,2320,2121,91.4,0,509,299,241,2091,234457,0.89,3.57,Flat,,
297,1,2025,2025-01-01,2025-05-30,3141,2880,91.7,0,234,651,269,2194,176143,1.25,4.98,House,20.0,
417,1,2025,2025-01-01,2025-05-30,2277,2181,95.8,0,594,246,270,2259,238483,0.95,3.79,Flat,19.0,
147,1,2025,2025-01-01,2025-05-30,2574,2550,99.1,0,129,649,266,1764,224082,0.79,3.15,House,3.0,1.0
393,1,2025,2025-01-01,2025-05-30,2657,2456,92.4,0,275,617,280,1834,257298,0.71,2.85,House,19.0,
97,1,2025,2025-01-01,2025-05-30,1944,1754,90.2,0,506,455,202,1604,197405,0.81,3.25,Flat,5.0,3.0
144,1,2025,2025-01-01,2025-05-30,2668,2509,94.0,0,497,395,291,2320,172211,1.35,5.39,Flat,9.0,5.0
240,1,2025,2025-01-01,2025-05-30,2399,2164,90.2,0,0,203,242,1719,150206,1.14,4.58,Block of Flats,21.0,
98,1,2025,2025-01-01,2025-05-30,3156,3050,96.6,0,121,415,277,2479,270502,0.92,3.67,House,15.0,9.0
408,1,2025,2025-01-01,2025-05-30,2071,1989,96.1,0,320,322,241,1746,287318,0.61,2.43,Flat,21.0,
184,1,2025,2025-01-01,2025-05-30,2593,2528,97.5,0,278,780,253,1773,159180,1.11,4.45,House,11.0,6.0
203,1,2025,2025-01-01,2025-05-30,1868,1732,92.7,0,552,454,222,1608,245173,0.66,2.62,Flat,1.0,1.0
299,1,2025,2025-01-01,2025-05-30,2103,2086,99.2,0,0,431,250,1404,325347,0.43,1.73,Block of Flats,21.0,
352,1,2025,2025-01-01,2025-05-30,2526,2464,97.5,0,285,368,262,2119,337862,0.63,2.51,House,22.0,
396,1,2025,2025-01-01,2025-05-30,2043,1966,96.2,0,0,725,220,1021,184018,0.55,2.22,Block of Flats,18.0,
126,1,2025,2025-01-01,2025-05-30,2136,1928,90.2,0,502,293,214,1923,334226,0.58,2.3,Flat,2.0,1.0
224,1,2025,2025-01-01,2025-05-30,2451,2412,98.4,0,513,274,217,2434,188929,1.29,5.15,Flat,17.0,10.0
220,1,2025,2025-01-01,2025-05-30,2685,2559,95.3,0,243,283,256,2264,174988,1.29,5.17,House,2.0,1.0
421,1,2025,2025-01-01,2025-05-30,1803,1651,91.6,401,446,647,153,896,237752,0.38,1.51,Flat,19.0,
356,1,2025,2025-01-01,2025-05-30,2566,2324,90.6,0,390,610,296,1808,154780,1.17,4.67,Flat,20.0,
397,1,2025,2025-01-01,2025-05-30,2450,2445,99.8,0,495,562,200,2178,296918,0.73,2.93,Flat,22.0,
113,1,2025,2025-01-01,2025-05-30,2010,1992,99.1,0,490,306,199,1977,334820,0.59,2.36,Flat,3.0,1.0
488,1,2025,2025-01-01,2025-05-30,2008,1823,90.8,0,377,339,227,1634,290550,0.56,2.25,Flat,,
482,1,2025,2025-01-01,2025-05-30,1913,1837,96.0,0,503,491,207,1642,241888,0.68,2.72,Flat,,
116,1,2025,2025-01-01,2025-05-30,2981,2895,97.1,0,184,326,246,2507,161907,1.55,6.19,House,10.0,5.0
121,1,2025,2025-01-01,2025-05-30,2121,2020,95.2,0,0,437,196,1387,273348,0.51,2.03,Block of Flats,2.0,1.0
225,1,2025,2025-01-01,2025-05-30,1889,1763,93.3,0,594,431,205,1721,211644,0.81,3.25,Flat,15.0,9.0
403,1,2025,2025-01-01,2025-05-30,1936,1839,95.0,0,341,661,161,1358,202916,0.67,2.68,Flat,18.0,
286,1,2025,2025-01-01,2025-05-30,2498,2402,96.1,0,367,675,244,1849,220346,0.84,3.36,Flat,19.0,
134,1,2025,2025-01-01,2025-05-30,2675,2622,98.0,0,566,272,311,2605,308799,0.84,3.37,Flat,9.0,5.0
453,1,2025,2025-01-01,2025-05-30,2007,1878,93.6,0,384,562,194,1506,213769,0.7,2.82,Flat,,
86,1,2025,2025-01-01,2025-05-30,1999,1905,95.3,933,500,391,223,858,340659,0.25,1.01,Flat,17.0,10.0
160,1,2025,2025-01-01,2025-05-30,2717,2629,96.8,0,224,672,266,1916,213323,0.9,3.59,House,1.0,1.0
485,1,2025,2025-01-01,2025-05-30,3448,3179,92.2,0,191,671,304,2394,184431,1.3,5.19,House,,
179,1,2025,2025-01-01,2025-05-30,3104,3090,99.5,0,196,540,271,2474,282798,0.87,3.5,House,17.0,10.0
422,1,2025,2025-01-01,2025-05-30,2729,2647,97.0,0,467,241,314,2559,303016,0.84,3.38,Flat,22.0,
283,1,2025,2025-01-01,2025-05-30,2205,2143,97.2,0,549,261,211,2220,269475,0.82,3.3,Flat,18.0,
430,1,2025,2025-01-01,2025-05-30,2291,2108,92.0,0,361,610,197,1662,297328,0.56,2.24,Flat,,
216,1,2025,2025-01-01,2025-05-30,2703,2495,92.3,0,583,771,265,2042,219167,0.93,3.73,Flat,5.0,3.0
62,1,2025,2025-01-01,2025-05-30,1975,1802,91.2,0,518,467,189,1664,254559,0.65,2.62,Flat,17.0,10.0
425,1,2025,2025-01-01,2025-05-30,2617,2597,99.2,0,561,740,237,2181,345429,0.63,2.53,Flat,18.0,
63,1,2025,2025-01-01,2025-05-30,2061,2015,97.8,0,456,559,184,1728,228197,0.76,3.03,Flat,1.0,1.0
136,1,2025,2025-01-01,2025-05-30,2462,2272,92.3,0,461,646,238,1848,246587,0.75,3.0,Flat,5.0,3.0
129,1,2025,2025-01-01,2025-05-30,2593,2558,98.6,0,395,562,286,2104,194711,1.08,4.32,Flat,11.0,6.0
464,1,2025,2025-01-01,2025-05-30,2627,2403,91.5,0,501,245,264,2395,151090,1.59,6.34,Flat,,
15,1,2025,2025-01-01,2025-05-30,2636,2505,95.0,791,557,723,272,1276,222078,0.57,2.3,Flat,13.0,8.0
380,1,2025,2025-01-01,2025-05-30,2257,2182,96.7,0,436,442,192,1984,151484,1.31,5.24,Flat,20.0,
280,1,2025,2025-01-01,2025-05-30,2793,2719,97.4,0,230,697,324,1928,342305,0.56,2.25,House,20.0,
431,1,2025,2025-01-01,2025-05-30,3300,3083,93.4,0,190,258,317,2698,271677,0.99,3.97,House,,
237,1,2025,2025-01-01,2025-05-30,2763,2568,92.9,0,168,797,324,1615,227263,0.71,2.84,House,22.0,
213,1,2025,2025-01-01,2025-05-30,2609,2387,91.5,0,0,553,271,1564,337028,0.46,1.86,Block of Flats,6.0,4.0
296,1,2025,2025-01-01,2025-05-30,2650,2561,96.6,0,522,285,314,2484,323590,0.77,3.07,Flat,18.0,
202,1,2025,2025-01-01,2025-05-30,2342,2296,98.1,208,524,786,194,1632,286957,0.57,2.27,Flat,6.0,4.0
162,1,2025,2025-01-01,2025-05-30,2841,2835,99.8,0,0,509,240,2087,298423,0.7,2.8,Block of Flats,14.0,9.0
191,1,2025,2025-01-01,2025-05-30,2754,2528,91.8,0,384,573,239,2100,327249,0.64,2.57,Flat,12.0,7.0
442,1,2025,2025-01-01,2025-05-30,2680,2544,94.9,0,147,532,287,1873,229116,0.82,3.27,House,,
483,1,2025,2025-01-01,2025-05-30,2206,2020,91.6,0,577,726,211,1660,180268,0.92,3.68,Flat,,
50,1,2025,2025-01-01,2025-05-30,2330,2318,99.5,0,382,539,191,1971,173920,1.13,4.53,Flat,4.0,2.0
206,1,2025,2025-01-01,2025-05-30,2147,2061,96.0,0,365,421,244,1761,244700,0.72,2.88,Flat,10.0,5.0
35,1,2025,2025-01-01,2025-05-30,2593,2433,93.8,0,0,283,239,1911,172744,1.11,4.43,Block of Flats,8.0,4.0
264,1,2025,2025-01-01,2025-05-30,2271,2056,90.5,0,539,487,185,1923,207486,0.93,3.71,Flat,22.0,
367,1,2025,2025-01-01,2025-05-30,1803,1655,91.8,0,338,289,187,1517,326953,0.46,1.86,Flat,22.0,
474,1,2025,2025-01-01,2025-05-30,2645,2438,92.2,0,204,411,266,1965,204028,0.96,3.85,House,,
346,1,2025,2025-01-01,2025-05-30,2994,2784,93.0,0,296,650,289,2141,273994,0.78,3.13,House,21.0,
388,1,2025,2025-01-01,2025-05-30,1975,1874,94.9,0,354,407,198,1623,269233,0.6,2.41,Flat,20.0,
167,1,2025,2025-01-01,2025-05-30,3151,3012,95.6,0,151,566,322,2275,262707,0.87,3.46,House,3.0,1.0
307,1,2025,2025-01-01,2025-05-30,3415,3247,95.1,0,271,535,371,2612,158657,1.65,6.58,House,18.0,
481,1,2025,2025-01-01,2025-05-30,2442,2259,92.5,0,0,430,275,1554,330406,0.47,1.88,Block of Flats,,
