propertyid,budget_year,category,budgeted_amount_gbp,actual_spend_gbp,variance_gbp,variance_percent,property_type,property_age_years,blockid,estateid
408,2025,Major Works,143,153,10,7.1,Flat,35.0,21.0,
413,2025,Compliance Works,315,372,57,18.2,Flat,35.0,20.0,
413,2025,Cyclical Decorating,136,156,20,14.5,Flat,35.0,20.0,
413,2025,Void Works,164,183,19,11.6,Flat,35.0,20.0,
413,2025,Emergency Repairs,189,175,-13,-7.1,Flat,35.0,20.0,
78,2025,Planned Maintenance,291,271,-20,-6.9,Flat,35.0,17.0,10.0
78,2025,Void Works,198,212,14,6.9,Flat,35.0,17.0,10.0
78,2025,Compliance Works,261,262,2,0.7,Flat,35.0,17.0,10.0
78,2025,Routine Repairs,181,156,-24,-13.5,Flat,35.0,17.0,10.0
78,2025,Major Works,177,160,-16,-9.3,Flat,35.0,17.0,10.0
71,2025,Planned Maintenance,184,179,-5,-2.7,House,35.0,2.0,1.0
71,2025,Major Works,258,211,-46,-17.9,House,35.0,2.0,1.0
71,2025,Void Works,186,190,4,2.2,House,35.0,2.0,1.0
71,2025,Compliance Works,406,374,-33,-8.0,House,35.0,2.0,1.0
244,2025,Emergency Repairs,255,271,16,6.2,House,35.0,19.0,
244,2025,Routine Repairs,225,187,-38,-16.8,House,35.0,19.0,
244,2025,Major Works,212,236,24,11.3,House,35.0,19.0,
244,2025,Cyclical Decorating,258,251,-7,-2.5,House,35.0,19.0,
244,2025,Communal Repairs,403,344,-59,-14.6,House,35.0,19.0,
244,2025,Void Works,422,481,59,14.0,House,35.0,19.0,
66,2025,Environmental Works,167,148,-20,-11.9,House,33.0,14.0,9.0
66,2025,Compliance Works,175,181,6,3.2,House,33.0,14.0,9.0
66,2025,Planned Maintenance,229,194,-35,-15.5,House,33.0,14.0,9.0
66,2025,Major Works,281,263,-17,-6.2,House,33.0,14.0,9.0
109,2025,Compliance Works,323,348,25,7.9,Flat,34.0,16.0,9.0
109,2025,Communal Repairs,135,160,25,18.2,Flat,34.0,16.0,9.0
109,2025,Environmental Works,161,157,-4,-2.7,Flat,34.0,16.0,9.0
469,2025,Cyclical Decorating,325,334,9,2.8,Flat,30.0,,
469,2025,Major Works,125,137,12,9.4,Flat,30.0,,
469,2025,Communal Repairs,190,157,-33,-17.5,Flat,30.0,,
469,2025,Emergency Repairs,311,274,-37,-11.9,Flat,30.0,,
469,2025,Void Works,262,250,-12,-4.6,Flat,30.0,,
383,2025,Communal Repairs,340,368,28,8.3,Flat,34.0,18.0,
383,2025,Void Works,233,230,-3,-1.2,Flat,34.0,18.0,
383,2025,Planned Maintenance,345,396,51,14.7,Flat,34.0,18.0,
383,2025,Compliance Works,247,295,48,19.4,Flat,34.0,18.0,
383,2025,Routine Repairs,344,364,19,5.6,Flat,34.0,18.0,
112,2025,Routine Repairs,211,202,-9,-4.3,Flat,35.0,9.0,5.0
112,2025,Void Works,238,254,16,6.7,Flat,35.0,9.0,5.0
112,2025,Cyclical Decorating,197,160,-37,-18.7,Flat,35.0,9.0,5.0
342,2025,Routine Repairs,127,147,20,15.7,Flat,35.0,20.0,
342,2025,Emergency Repairs,272,299,27,9.8,Flat,35.0,20.0,
342,2025,Major Works,156,159,4,2.3,Flat,35.0,20.0,
342,2025,Cyclical Decorating,93,109,16,16.6,Flat,35.0,20.0,
369,2025,Compliance Works,123,131,8,6.9,House,35.0,22.0,
369,2025,Cyclical Decorating,213,198,-14,-6.7,House,35.0,22.0,
369,2025,Major Works,452,526,74,16.3,House,35.0,22.0,
477,2025,Cyclical Decorating,267,289,22,8.1,Flat,30.0,,
477,2025,Routine Repairs,76,76,0,0.0,Flat,30.0,,
477,2025,Communal Repairs,205,217,12,5.7,Flat,30.0,,
36,2025,Cyclical Decorating,243,216,-28,-11.4,Flat,32.0,13.0,8.0
36,2025,Major Works,210,222,12,5.7,Flat,32.0,13.0,8.0
36,2025,Void Works,195,233,39,19.9,Flat,32.0,13.0,8.0
36,2025,Environmental Works,218,203,-15,-6.9,Flat,32.0,13.0,8.0
91,2025,Cyclical Decorating,136,150,13,9.9,Flat,34.0,10.0,5.0
91,2025,Void Works,97,81,-16,-16.6,Flat,34.0,10.0,5.0
91,2025,Planned Maintenance,85,77,-8,-9.3,Flat,34.0,10.0,5.0
91,2025,Environmental Works,122,140,18,14.8,Flat,34.0,10.0,5.0
91,2025,Communal Repairs,295,242,-53,-17.9,Flat,34.0,10.0,5.0
91,2025,Major Works,97,108,10,10.6,Flat,34.0,10.0,5.0
439,2025,Compliance Works,193,156,-37,-19.2,House,30.0,,
439,2025,Environmental Works,127,109,-18,-14.4,House,30.0,,
439,2025,Planned Maintenance,176,141,-34,-19.5,House,30.0,,
439,2025,Routine Repairs,357,337,-20,-5.5,House,30.0,,
125,2025,Routine Repairs,193,203,9,4.8,Block of Flats,33.0,5.0,3.0
125,2025,Cyclical Decorating,320,349,29,9.0,Block of Flats,33.0,5.0,3.0
125,2025,Compliance Works,211,237,25,12.0,Block of Flats,33.0,5.0,3.0
125,2025,Void Works,367,294,-73,-19.9,Block of Flats,33.0,5.0,3.0
125,2025,Planned Maintenance,376,370,-6,-1.6,Block of Flats,33.0,5.0,3.0
118,2025,Routine Repairs,269,290,21,7.7,Flat,34.0,10.0,5.0
118,2025,Cyclical Decorating,184,210,26,14.0,Flat,34.0,10.0,5.0
118,2025,Planned Maintenance,301,279,-22,-7.3,Flat,34.0,10.0,5.0
118,2025,Void Works,243,277,34,14.0,Flat,34.0,10.0,5.0
118,2025,Compliance Works,375,314,-61,-16.3,Flat,34.0,10.0,5.0
128,2025,Planned Maintenance,261,209,-51,-19.7,Block of Flats,34.0,6.0,4.0
128,2025,Void Works,234,254,21,8.8,Block of Flats,34.0,6.0,4.0
128,2025,Environmental Works,233,277,45,19.1,Block of Flats,34.0,6.0,4.0
447,2025,Communal Repairs,243,213,-29,-12.1,Flat,30.0,,
447,2025,Routine Repairs,167,146,-20,-12.2,Flat,30.0,,
447,2025,Cyclical Decorating,180,147,-33,-18.4,Flat,30.0,,
447,2025,Compliance Works,178,207,28,15.9,Flat,30.0,,
447,2025,Void Works,170,193,23,13.3,Flat,30.0,,
447,2025,Major Works,263,228,-35,-13.5,Flat,30.0,,
360,2025,Communal Repairs,184,208,24,13.3,Flat,35.0,22.0,
360,2025,Emergency Repairs,172,177,4,2.4,Flat,35.0,22.0,
360,2025,Cyclical Decorating,334,346,12,3.5,Flat,35.0,22.0,
360,2025,Void Works,115,109,-6,-4.8,Flat,35.0,22.0,
360,2025,Planned Maintenance,226,239,14,6.0,Flat,35.0,22.0,
69,2025,Major Works,161,135,-26,-16.1,Flat,33.0,5.0,3.0
69,2025,Planned Maintenance,312,250,-62,-20.0,Flat,33.0,5.0,3.0
69,2025,Emergency Repairs,234,191,-42,-18.2,Flat,33.0,5.0,3.0
69,2025,Routine Repairs,335,282,-53,-15.7,Flat,33.0,5.0,3.0
69,2025,Communal Repairs,279,240,-39,-13.8,Flat,33.0,5.0,3.0
69,2025,Compliance Works,96,83,-13,-13.8,Flat,33.0,5.0,3.0
385,2025,Planned Maintenance,112,133,21,18.7,Flat,35.0,19.0,
385,2025,Compliance Works,314,281,-34,-10.8,Flat,35.0,19.0,
385,2025,Routine Repairs,228,220,-8,-3.4,Flat,35.0,19.0,
385,2025,Major Works,238,244,6,2.4,Flat,35.0,19.0,
385,2025,Cyclical Decorating,320,328,8,2.5,Flat,35.0,19.0,
180,2025,Planned Maintenance,404,456,51,12.7,House,34.0,6.0,4.0
180,2025,Major Works,296,253,-43,-14.5,House,34.0,6.0,4.0
180,2025,Void Works,417,440,23,5.5,House,34.0,6.0,4.0
180,2025,Routine Repairs,190,157,-32,-17.0,House,34.0,6.0,4.0
436,2025,Emergency Repairs,245,214,-32,-12.9,Block of Flats,30.0,,
436,2025,Communal Repairs,287,298,10,3.5,Block of Flats,30.0,,
436,2025,Routine Repairs,104,93,-11,-11.0,Block of Flats,30.0,,
436,2025,Compliance Works,286,338,52,18.1,Block of Flats,30.0,,
436,2025,Void Works,162,178,16,9.9,Block of Flats,30.0,,
159,2025,Routine Repairs,195,226,30,15.4,Flat,35.0,9.0,5.0
159,2025,Compliance Works,209,176,-33,-15.7,Flat,35.0,9.0,5.0
159,2025,Planned Maintenance,211,189,-22,-10.6,Flat,35.0,9.0,5.0
30,2025,Routine Repairs,82,74,-8,-9.9,Block of Flats,35.0,4.0,2.0
30,2025,Compliance Works,247,250,3,1.4,Block of Flats,35.0,4.0,2.0
30,2025,Emergency Repairs,141,156,15,10.7,Block of Flats,35.0,4.0,2.0
30,2025,Cyclical Decorating,241,213,-28,-11.6,Block of Flats,35.0,4.0,2.0
129,2025,Compliance Works,288,320,32,11.2,Flat,35.0,11.0,6.0
129,2025,Communal Repairs,338,319,-19,-5.5,Flat,35.0,11.0,6.0
129,2025,Planned Maintenance,253,258,6,2.3,Flat,35.0,11.0,6.0
129,2025,Environmental Works,307,278,-29,-9.4,Flat,35.0,11.0,6.0
129,2025,Routine Repairs,125,115,-11,-8.6,Flat,35.0,11.0,6.0
129,2025,Void Works,184,182,-2,-1.0,Flat,35.0,11.0,6.0
85,2025,Emergency Repairs,253,269,16,6.2,Flat,35.0,9.0,5.0
85,2025,Cyclical Decorating,130,133,3,2.5,Flat,35.0,9.0,5.0
85,2025,Planned Maintenance,169,172,3,1.5,Flat,35.0,9.0,5.0
85,2025,Routine Repairs,189,223,34,18.0,Flat,35.0,9.0,5.0
217,2025,Emergency Repairs,302,248,-54,-18.0,House,33.0,5.0,3.0
217,2025,Major Works,174,167,-7,-3.9,House,33.0,5.0,3.0
217,2025,Environmental Works,200,211,11,5.6,House,33.0,5.0,3.0
217,2025,Routine Repairs,190,199,9,4.7,House,33.0,5.0,3.0
135,2025,Cyclical Decorating,144,141,-3,-2.2,House,34.0,16.0,9.0
135,2025,Routine Repairs,106,121,15,13.9,House,34.0,16.0,9.0
135,2025,Environmental Works,241,275,34,14.0,House,34.0,16.0,9.0
127,2025,Routine Repairs,342,339,-3,-1.0,Flat,35.0,4.0,2.0
127,2025,Emergency Repairs,170,185,16,9.3,Flat,35.0,4.0,2.0
127,2025,Compliance Works,213,235,23,10.7,Flat,35.0,4.0,2.0
444,2025,Routine Repairs,155,163,7,4.8,Flat,30.0,,
444,2025,Major Works,82,93,11,13.3,Flat,30.0,,
444,2025,Cyclical Decorating,160,162,1,0.8,Flat,30.0,,
444,2025,Void Works,137,145,8,5.6,Flat,30.0,,
238,2025,Emergency Repairs,127,102,-25,-19.4,Flat,34.0,18.0,
238,2025,Environmental Works,205,213,8,4.1,Flat,34.0,18.0,
238,2025,Cyclical Decorating,78,83,5,7.0,Flat,34.0,18.0,
238,2025,Planned Maintenance,107,88,-19,-17.4,Flat,34.0,18.0,
238,2025,Routine Repairs,189,156,-33,-17.6,Flat,34.0,18.0,
207,2025,Major Works,283,287,3,1.1,Block of Flats,35.0,11.0,6.0
207,2025,Void Works,136,128,-8,-5.8,Block of Flats,35.0,11.0,6.0
207,2025,Planned Maintenance,157,139,-18,-11.5,Block of Flats,35.0,11.0,6.0
207,2025,Emergency Repairs,188,179,-9,-4.6,Block of Flats,35.0,11.0,6.0
207,2025,Environmental Works,162,152,-10,-6.1,Block of Flats,35.0,11.0,6.0
35,2025,Void Works,143,156,13,8.9,Block of Flats,29.0,8.0,4.0
35,2025,Emergency Repairs,290,244,-46,-15.9,Block of Flats,29.0,8.0,4.0
35,2025,Routine Repairs,179,175,-3,-1.9,Block of Flats,29.0,8.0,4.0
35,2025,Environmental Works,304,313,9,3.0,Block of Flats,29.0,8.0,4.0
35,2025,Planned Maintenance,333,276,-57,-17.2,Block of Flats,29.0,8.0,4.0
341,2025,Emergency Repairs,212,213,1,0.6,Flat,35.0,20.0,
341,2025,Planned Maintenance,315,264,-51,-16.1,Flat,35.0,20.0,
341,2025,Routine Repairs,99,115,16,16.2,Flat,35.0,20.0,
10,2025,Emergency Repairs,247,234,-13,-5.4,Flat,34.0,6.0,4.0
10,2025,Void Works,99,89,-10,-10.5,Flat,34.0,6.0,4.0
10,2025,Environmental Works,212,213,1,0.6,Flat,34.0,6.0,4.0
28,2025,Void Works,206,219,12,5.9,Flat,35.0,12.0,7.0
28,2025,Cyclical Decorating,272,280,7,2.7,Flat,35.0,12.0,7.0
28,2025,Routine Repairs,114,96,-18,-15.5,Flat,35.0,12.0,7.0
28,2025,Environmental Works,202,169,-33,-16.2,Flat,35.0,12.0,7.0
496,2025,Communal Repairs,293,340,47,16.1,House,30.0,,
496,2025,Routine Repairs,453,535,82,18.1,House,30.0,,
496,2025,Compliance Works,304,293,-11,-3.6,House,30.0,,
496,2025,Planned Maintenance,427,445,18,4.2,House,30.0,,
496,2025,Cyclical Decorating,302,289,-13,-4.4,House,30.0,,
320,2025,Major Works,107,89,-17,-16.3,Flat,35.0,20.0,
320,2025,Planned Maintenance,259,230,-29,-11.3,Flat,35.0,20.0,
320,2025,Compliance Works,245,208,-37,-15.1,Flat,35.0,20.0,
331,2025,Emergency Repairs,171,169,-2,-1.0,House,34.0,18.0,
331,2025,Cyclical Decorating,227,227,0,-0.2,House,34.0,18.0,
331,2025,Major Works,281,257,-23,-8.3,House,34.0,18.0,
331,2025,Communal Repairs,300,310,10,3.2,House,34.0,18.0,
279,2025,Compliance Works,198,186,-13,-6.4,Block of Flats,34.0,18.0,
279,2025,Environmental Works,150,128,-22,-14.5,Block of Flats,34.0,18.0,
279,2025,Planned Maintenance,362,362,0,-0.1,Block of Flats,34.0,18.0,
279,2025,Communal Repairs,351,368,17,4.8,Block of Flats,34.0,18.0,
94,2025,Major Works,281,259,-22,-7.8,Flat,35.0,17.0,10.0
94,2025,Environmental Works,96,108,12,12.5,Flat,35.0,17.0,10.0
94,2025,Compliance Works,122,134,12,9.5,Flat,35.0,17.0,10.0
94,2025,Routine Repairs,336,348,12,3.6,Flat,35.0,17.0,10.0
94,2025,Planned Maintenance,145,144,-1,-0.5,Flat,35.0,17.0,10.0
94,2025,Cyclical Decorating,245,223,-23,-9.3,Flat,35.0,17.0,10.0
421,2025,Void Works,330,273,-57,-17.3,Flat,35.0,19.0,
421,2025,Planned Maintenance,228,253,25,11.1,Flat,35.0,19.0,
421,2025,Routine Repairs,120,118,-2,-1.5,Flat,35.0,19.0,
421,2025,Cyclical Decorating,378,424,46,12.1,Flat,35.0,19.0,
70,2025,Cyclical Decorating,334,299,-35,-10.4,House,32.0,13.0,8.0
70,2025,Void Works,104,88,-17,-16.0,House,32.0,13.0,8.0
70,2025,Planned Maintenance,347,389,42,12.0,House,32.0,13.0,8.0
362,2025,Planned Maintenance,223,200,-23,-10.5,House,35.0,21.0,
362,2025,Void Works,344,394,50,14.7,House,35.0,21.0,
362,2025,Cyclical Decorating,127,117,-10,-7.6,House,35.0,21.0,
362,2025,Compliance Works,175,181,5,2.9,House,35.0,21.0,
362,2025,Emergency Repairs,448,500,51,11.4,House,35.0,21.0,
51,2025,Environmental Works,149,178,30,19.9,Flat,32.0,3.0,1.0
51,2025,Major Works,75,73,-3,-3.5,Flat,32.0,3.0,1.0
51,2025,Compliance Works,240,233,-6,-2.6,Flat,32.0,3.0,1.0
51,2025,Emergency Repairs,111,100,-11,-9.7,Flat,32.0,3.0,1.0
51,2025,Communal Repairs,218,257,38,17.6,Flat,32.0,3.0,1.0
51,2025,Routine Repairs,226,235,10,4.3,Flat,32.0,3.0,1.0
111,2025,Environmental Works,103,103,0,-0.5,Flat,29.0,8.0,4.0
111,2025,Emergency Repairs,271,218,-52,-19.3,Flat,29.0,8.0,4.0
111,2025,Void Works,292,244,-48,-16.4,Flat,29.0,8.0,4.0
111,2025,Planned Maintenance,354,361,7,2.0,Flat,29.0,8.0,4.0
111,2025,Cyclical Decorating,97,89,-8,-8.0,Flat,29.0,8.0,4.0
111,2025,Major Works,110,125,16,14.2,Flat,29.0,8.0,4.0
171,2025,Routine Repairs,267,288,21,7.9,Flat,35.0,4.0,2.0
171,2025,Planned Maintenance,361,319,-41,-11.5,Flat,35.0,4.0,2.0
171,2025,Compliance Works,151,142,-10,-6.4,Flat,35.0,4.0,2.0
228,2025,Environmental Works,363,317,-46,-12.6,House,35.0,22.0,
228,2025,Routine Repairs,211,197,-14,-6.7,House,35.0,22.0,
228,2025,Emergency Repairs,335,313,-22,-6.7,House,35.0,22.0,
228,2025,Major Works,296,311,15,5.0,House,35.0,22.0,
228,2025,Communal Repairs,439,363,-77,-17.5,House,35.0,22.0,
483,2025,Communal Repairs,170,171,1,0.7,Flat,30.0,,
483,2025,Compliance Works,330,349,18,5.6,Flat,30.0,,
483,2025,Cyclical Decorating,165,195,29,17.7,Flat,30.0,,
483,2025,Planned Maintenance,310,345,35,11.2,Flat,30.0,,
483,2025,Major Works,321,368,47,14.5,Flat,30.0,,
483,2025,Environmental Works,328,345,17,5.0,Flat,30.0,,
87,2025,Planned Maintenance,186,163,-23,-12.3,Flat,35.0,11.0,6.0
87,2025,Communal Repairs,158,155,-3,-1.8,Flat,35.0,11.0,6.0
87,2025,Void Works,187,161,-27,-14.1,Flat,35.0,11.0,6.0
55,2025,Planned Maintenance,211,214,3,1.6,House,32.0,15.0,9.0
55,2025,Compliance Works,236,244,8,3.2,House,32.0,15.0,9.0
55,2025,Cyclical Decorating,384,384,0,0.1,House,32.0,15.0,9.0
55,2025,Major Works,321,303,-18,-5.5,House,32.0,15.0,9.0
55,2025,Emergency Repairs,180,157,-23,-12.8,House,32.0,15.0,9.0
55,2025,Void Works,234,208,-27,-11.3,House,32.0,15.0,9.0
19,2025,Cyclical Decorating,73,78,6,7.9,Flat,35.0,7.0,4.0
19,2025,Major Works,275,225,-50,-18.2,Flat,35.0,7.0,4.0
19,2025,Void Works,218,230,13,5.8,Flat,35.0,7.0,4.0
151,2025,Routine Repairs,88,84,-4,-4.7,Flat,29.0,8.0,4.0
151,2025,Void Works,303,314,12,3.9,Flat,29.0,8.0,4.0
151,2025,Communal Repairs,88,102,14,16.3,Flat,29.0,8.0,4.0
151,2025,Emergency Repairs,294,296,3,1.0,Flat,29.0,8.0,4.0
151,2025,Major Works,76,67,-9,-12.1,Flat,29.0,8.0,4.0
200,2025,Major Works,203,187,-16,-7.8,Flat,34.0,10.0,5.0
200,2025,Routine Repairs,321,385,63,19.7,Flat,34.0,10.0,5.0
200,2025,Planned Maintenance,315,272,-44,-13.8,Flat,34.0,10.0,5.0
427,2025,Communal Repairs,119,136,17,14.1,Flat,30.0,,
427,2025,Cyclical Decorating,226,225,-1,-0.3,Flat,30.0,,
427,2025,Void Works,243,283,40,16.4,Flat,30.0,,
427,2025,Major Works,277,263,-14,-5.2,Flat,30.0,,
265,2025,Environmental Works,278,242,-35,-12.7,Flat,35.0,22.0,
265,2025,Major Works,147,131,-16,-10.6,Flat,35.0,22.0,
265,2025,Emergency Repairs,136,162,26,18.9,Flat,35.0,22.0,
265,2025,Void Works,134,119,-15,-11.0,Flat,35.0,22.0,
265,2025,Cyclical Decorating,239,201,-38,-15.9,Flat,35.0,22.0,
500,2025,Communal Repairs,270,243,-28,-10.3,Flat,30.0,,
500,2025,Environmental Works,258,261,2,0.9,Flat,30.0,,
500,2025,Compliance Works,149,132,-17,-11.5,Flat,30.0,,
500,2025,Routine Repairs,161,152,-9,-5.8,Flat,30.0,,
500,2025,Emergency Repairs,252,299,48,18.9,Flat,30.0,,
500,2025,Planned Maintenance,226,236,10,4.4,Flat,30.0,,
156,2025,Void Works,311,272,-40,-12.8,Block of Flats,35.0,2.0,1.0
156,2025,Communal Repairs,110,96,-15,-13.2,Block of Flats,35.0,2.0,1.0
156,2025,Cyclical Decorating,258,305,47,18.1,Block of Flats,35.0,2.0,1.0
100,2025,Communal Repairs,337,271,-66,-19.7,House,34.0,10.0,5.0
100,2025,Major Works,467,469,2,0.4,House,34.0,10.0,5.0
100,2025,Emergency Repairs,288,235,-53,-18.5,House,34.0,10.0,5.0
100,2025,Planned Maintenance,379,326,-53,-13.9,House,34.0,10.0,5.0
100,2025,Cyclical Decorating,373,347,-26,-6.9,House,34.0,10.0,5.0
100,2025,Compliance Works,464,399,-66,-14.2,House,34.0,10.0,5.0
14,2025,Void Works,246,219,-27,-10.9,House,35.0,11.0,6.0
14,2025,Emergency Repairs,171,138,-33,-19.2,House,35.0,11.0,6.0
14,2025,Planned Maintenance,156,152,-4,-2.8,House,35.0,11.0,6.0
14,2025,Major Works,282,299,17,5.9,House,35.0,11.0,6.0
14,2025,Cyclical Decorating,328,384,55,16.9,House,35.0,11.0,6.0
255,2025,Cyclical Decorating,353,395,42,11.9,Flat,35.0,22.0,
255,2025,Planned Maintenance,313,325,12,3.8,Flat,35.0,22.0,
255,2025,Emergency Repairs,321,348,28,8.6,Flat,35.0,22.0,
255,2025,Communal Repairs,267,319,53,19.7,Flat,35.0,22.0,
255,2025,Environmental Works,154,130,-24,-15.8,Flat,35.0,22.0,
255,2025,Major Works,132,140,8,5.9,Flat,35.0,22.0,
291,2025,Compliance Works,346,397,51,14.8,Flat,34.0,18.0,
291,2025,Planned Maintenance,273,255,-18,-6.5,Flat,34.0,18.0,
291,2025,Emergency Repairs,115,128,13,11.6,Flat,34.0,18.0,
375,2025,Cyclical Decorating,103,93,-9,-9.0,Flat,35.0,22.0,
375,2025,Major Works,172,203,30,17.6,Flat,35.0,22.0,
375,2025,Void Works,160,168,8,4.9,Flat,35.0,22.0,
375,2025,Emergency Repairs,298,300,2,0.7,Flat,35.0,22.0,
263,2025,Communal Repairs,189,218,29,15.5,House,35.0,19.0,
263,2025,Major Works,325,275,-50,-15.3,House,35.0,19.0,
263,2025,Void Works,381,355,-26,-6.7,House,35.0,19.0,
263,2025,Cyclical Decorating,109,98,-11,-9.9,House,35.0,19.0,
263,2025,Emergency Repairs,126,115,-11,-9.0,House,35.0,19.0,
229,2025,Major Works,214,223,9,4.1,Flat,35.0,19.0,
229,2025,Emergency Repairs,239,210,-29,-12.1,Flat,35.0,19.0,
229,2025,Environmental Works,143,157,14,10.1,Flat,35.0,19.0,
229,2025,Communal Repairs,116,138,22,19.0,Flat,35.0,19.0,
229,2025,Routine Repairs,208,216,8,3.7,Flat,35.0,19.0,
398,2025,Communal Repairs,199,195,-3,-1.7,House,35.0,19.0,
398,2025,Routine Repairs,219,194,-25,-11.5,House,35.0,19.0,
398,2025,Planned Maintenance,289,309,20,6.9,House,35.0,19.0,
398,2025,Environmental Works,216,212,-4,-1.8,House,35.0,19.0,
398,2025,Compliance Works,346,279,-67,-19.3,House,35.0,19.0,
334,2025,Communal Repairs,142,139,-4,-2.6,Flat,35.0,19.0,
334,2025,Routine Repairs,320,301,-18,-5.7,Flat,35.0,19.0,
334,2025,Void Works,295,293,-2,-0.5,Flat,35.0,19.0,
334,2025,Major Works,308,338,30,9.6,Flat,35.0,19.0,
334,2025,Emergency Repairs,140,154,14,10.1,Flat,35.0,19.0,
334,2025,Environmental Works,333,312,-22,-6.6,Flat,35.0,19.0,
246,2025,Environmental Works,123,126,2,2.0,Flat,35.0,19.0,
246,2025,Planned Maintenance,272,286,14,5.2,Flat,35.0,19.0,
246,2025,Compliance Works,146,167,21,14.3,Flat,35.0,19.0,
246,2025,Emergency Repairs,188,189,0,0.2,Flat,35.0,19.0,
246,2025,Routine Repairs,272,238,-34,-12.4,Flat,35.0,19.0,
404,2025,Communal Repairs,306,331,25,8.2,Flat,34.0,18.0,
404,2025,Environmental Works,234,272,38,16.2,Flat,34.0,18.0,
404,2025,Planned Maintenance,265,309,44,16.5,Flat,34.0,18.0,
404,2025,Cyclical Decorating,274,297,23,8.4,Flat,34.0,18.0,
290,2025,Routine Repairs,276,258,-17,-6.3,Flat,34.0,18.0,
290,2025,Planned Maintenance,276,270,-5,-2.0,Flat,34.0,18.0,
290,2025,Major Works,288,286,-2,-0.8,Flat,34.0,18.0,
290,2025,Compliance Works,166,197,31,18.8,Flat,34.0,18.0,
317,2025,Compliance Works,192,219,27,13.8,Flat,35.0,20.0,
317,2025,Major Works,272,284,12,4.6,Flat,35.0,20.0,
317,2025,Routine Repairs,172,176,4,2.3,Flat,35.0,20.0,
