propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
40,2020-04-29,181000,Comparative Market Analysis,Automated System,896,5.94,Flat,28.0,1,3.0,5.0,2020
40,2021-04-29,194000,On-site Professional Valuation,Automated System,732,4.53,Flat,29.0,1,3.0,5.0,2021
40,2022-04-29,206000,On-site Professional Valuation,Automated System,979,5.7,Flat,30.0,1,3.0,5.0,2022
40,2023-04-29,222000,Automated Valuation Model,Nicholson-Hill Valuations,972,5.25,Flat,31.0,1,3.0,5.0,2023
40,2024-04-28,229000,Cost Approach,RICS Registered Valuer,789,4.14,Flat,32.0,1,3.0,5.0,2024
40,2025-04-28,244000,Comparative Market Analysis,Internal Valuation Team,990,4.87,Flat,33.0,1,3.0,5.0,2025
41,2020-04-29,257000,Comparative Market Analysis,Internal Valuation Team,1154,5.39,Block of Flats,30.0,2,5.0,9.0,2020
41,2021-04-29,269000,Cost Approach,Independent Surveyor,922,4.11,Block of Flats,31.0,2,5.0,9.0,2021
41,2022-04-29,283000,Automated Valuation Model,Roberts-Martin Valuations,1059,4.49,Block of Flats,32.0,2,5.0,9.0,2022
41,2023-04-29,301000,Income Capitalization,Internal Valuation Team,1094,4.36,Block of Flats,33.0,2,5.0,9.0,2023
41,2024-04-28,319000,Income Capitalization,Automated System,1267,4.77,Block of Flats,34.0,2,5.0,9.0,2024
41,2025-04-28,343000,Automated Valuation Model,Independent Surveyor,1225,4.29,Block of Flats,35.0,2,5.0,9.0,2025
42,2020-04-29,185000,Automated Valuation Model,Independent Surveyor,822,5.33,Flat,26.0,3,1.0,1.0,2020
42,2021-04-29,197000,Automated Valuation Model,Independent Surveyor,709,4.32,Flat,27.0,3,1.0,1.0,2021
42,2022-04-29,212000,Automated Valuation Model,Independent Surveyor,812,4.6,Flat,28.0,3,1.0,1.0,2022
42,2023-04-29,224000,Automated Valuation Model,Automated System,859,4.6,Flat,29.0,3,1.0,1.0,2023
42,2024-04-28,232000,Cost Approach,Cooper-Walker Valuations,921,4.76,Flat,30.0,3,1.0,1.0,2024
42,2025-04-28,242000,Comparative Market Analysis,Automated System,1089,5.4,Flat,31.0,3,1.0,1.0,2025
43,2020-04-29,276000,Comparative Market Analysis,Whittaker LLC Valuations,1180,5.13,Block of Flats,29.0,1,9.0,16.0,2020
43,2021-04-29,295000,Cost Approach,RICS Registered Valuer,1393,5.67,Block of Flats,30.0,1,9.0,16.0,2021
43,2022-04-29,312000,Income Capitalization,King-Rogers Valuations,1223,4.7,Block of Flats,31.0,1,9.0,16.0,2022
43,2023-04-29,326000,Income Capitalization,Internal Valuation Team,1497,5.51,Block of Flats,32.0,1,9.0,16.0,2023
43,2024-04-28,350000,Cost Approach,Automated System,1544,5.29,Block of Flats,33.0,1,9.0,16.0,2024
43,2025-04-28,361000,Income Capitalization,Internal Valuation Team,1423,4.73,Block of Flats,34.0,1,9.0,16.0,2025
44,2020-04-29,380000,Automated Valuation Model,RICS Registered Valuer,1474,4.65,Flat,30.0,4,7.0,12.0,2020
44,2021-04-29,395000,Cost Approach,"Wood, Stokes and Williams Valuations",1834,5.57,Flat,31.0,4,7.0,12.0,2021
44,2022-04-29,417000,Income Capitalization,Independent Surveyor,1579,4.55,Flat,32.0,4,7.0,12.0,2022
44,2023-04-29,449000,Cost Approach,Independent Surveyor,2203,5.89,Flat,33.0,4,7.0,12.0,2023
44,2024-04-28,480000,Comparative Market Analysis,RICS Registered Valuer,1975,4.94,Flat,34.0,4,7.0,12.0,2024
44,2025-04-28,513000,Automated Valuation Model,"Brown, Foster and Hayward Valuations",1903,4.45,Flat,35.0,4,7.0,12.0,2025
45,2020-04-29,278000,Comparative Market Analysis,Independent Surveyor,1293,5.58,House,24.0,1,4.0,8.0,2020
45,2021-04-29,294000,Cost Approach,Hardy Inc Valuations,1203,4.91,House,25.0,1,4.0,8.0,2021
45,2022-04-29,308000,Cost Approach,Internal Valuation Team,1354,5.28,House,26.0,1,4.0,8.0,2022
45,2023-04-29,328000,On-site Professional Valuation,"Watson, Davies and Owen Valuations",1351,4.94,House,27.0,1,4.0,8.0,2023
45,2024-04-28,343000,Comparative Market Analysis,Automated System,1492,5.22,House,28.0,1,4.0,8.0,2024
45,2025-04-28,369000,Automated Valuation Model,Internal Valuation Team,1416,4.6,House,29.0,1,4.0,8.0,2025
46,2020-04-29,234000,Cost Approach,Automated System,1149,5.89,Flat,30.0,2,6.0,11.0,2020
46,2021-04-29,242000,On-site Professional Valuation,RICS Registered Valuer,901,4.47,Flat,31.0,2,6.0,11.0,2021
46,2022-04-29,254000,On-site Professional Valuation,Automated System,1004,4.74,Flat,32.0,2,6.0,11.0,2022
46,2023-04-29,269000,Automated Valuation Model,Internal Valuation Team,1222,5.45,Flat,33.0,2,6.0,11.0,2023
46,2024-04-28,289000,Cost Approach,Internal Valuation Team,1260,5.23,Flat,34.0,2,6.0,11.0,2024
46,2025-04-28,307000,Automated Valuation Model,RICS Registered Valuer,1135,4.43,Flat,35.0,2,6.0,11.0,2025
47,2020-04-29,231000,Cost Approach,Webster Group Valuations,808,4.2,Flat,24.0,2,4.0,8.0,2020
47,2021-04-29,248000,Comparative Market Analysis,Automated System,1093,5.29,Flat,25.0,2,4.0,8.0,2021
47,2022-04-29,259000,Automated Valuation Model,Internal Valuation Team,1281,5.94,Flat,26.0,2,4.0,8.0,2022
47,2023-04-29,276000,On-site Professional Valuation,Internal Valuation Team,1215,5.28,Flat,27.0,2,4.0,8.0,2023
47,2024-04-28,285000,Income Capitalization,Knowles Ltd Valuations,1108,4.67,Flat,28.0,2,4.0,8.0,2024
47,2025-04-28,296000,On-site Professional Valuation,RICS Registered Valuer,1396,5.66,Flat,29.0,2,4.0,8.0,2025
48,2020-04-29,156000,Income Capitalization,Independent Surveyor,731,5.63,Flat,30.0,1,2.0,4.0,2020
48,2021-04-29,167000,On-site Professional Valuation,Internal Valuation Team,776,5.58,Flat,31.0,1,2.0,4.0,2021
48,2022-04-29,174000,Income Capitalization,Richards-Smith Valuations,865,5.97,Flat,32.0,1,2.0,4.0,2022
48,2023-04-29,181000,Comparative Market Analysis,RICS Registered Valuer,656,4.35,Flat,33.0,1,2.0,4.0,2023
48,2024-04-28,187000,Income Capitalization,"Giles, McDonald and Douglas Valuations",870,5.58,Flat,34.0,1,2.0,4.0,2024
48,2025-04-28,196000,Comparative Market Analysis,RICS Registered Valuer,710,4.35,Flat,35.0,1,2.0,4.0,2025
49,2020-04-29,321000,Comparative Market Analysis,Automated System,1351,5.05,Flat,29.0,2,9.0,16.0,2020
49,2021-04-29,338000,On-site Professional Valuation,Internal Valuation Team,1331,4.72,Flat,30.0,2,9.0,16.0,2021
49,2022-04-29,356000,On-site Professional Valuation,Internal Valuation Team,1318,4.44,Flat,31.0,2,9.0,16.0,2022
49,2023-04-29,379000,On-site Professional Valuation,Independent Surveyor,1837,5.82,Flat,32.0,2,9.0,16.0,2023
49,2024-04-28,399000,Comparative Market Analysis,Automated System,1971,5.93,Flat,33.0,2,9.0,16.0,2024
49,2025-04-28,428000,Comparative Market Analysis,Automated System,1731,4.85,Flat,34.0,2,9.0,16.0,2025
50,2020-04-29,244000,Comparative Market Analysis,Independent Surveyor,994,4.89,Flat,30.0,4,2.0,4.0,2020
50,2021-04-29,259000,Cost Approach,"Schofield, Henderson and Warren Valuations",892,4.13,Flat,31.0,4,2.0,4.0,2021
50,2022-04-29,275000,Cost Approach,Automated System,1168,5.1,Flat,32.0,4,2.0,4.0,2022
50,2023-04-29,297000,Automated Valuation Model,May-Williams Valuations,1253,5.06,Flat,33.0,4,2.0,4.0,2023
50,2024-04-28,314000,Comparative Market Analysis,"King, Hopkins and Murray Valuations",1099,4.2,Flat,34.0,4,2.0,4.0,2024
50,2025-04-28,335000,Automated Valuation Model,RICS Registered Valuer,1237,4.43,Flat,35.0,4,2.0,4.0,2025
51,2020-04-29,183000,Automated Valuation Model,Automated System,862,5.65,Flat,27.0,3,1.0,3.0,2020
51,2021-04-29,195000,Cost Approach,Independent Surveyor,752,4.63,Flat,28.0,3,1.0,3.0,2021
51,2022-04-29,205000,Automated Valuation Model,Internal Valuation Team,735,4.31,Flat,29.0,3,1.0,3.0,2022
51,2023-04-29,212000,Automated Valuation Model,Internal Valuation Team,737,4.17,Flat,30.0,3,1.0,3.0,2023
51,2024-04-28,226000,Income Capitalization,"Smith, Arnold and Faulkner Valuations",894,4.75,Flat,31.0,3,1.0,3.0,2024
51,2025-04-28,233000,On-site Professional Valuation,Independent Surveyor,1148,5.91,Flat,32.0,3,1.0,3.0,2025
52,2020-04-29,269000,Automated Valuation Model,Internal Valuation Team,1081,4.82,Flat,27.0,1,9.0,15.0,2020
52,2021-04-29,290000,Cost Approach,Internal Valuation Team,1257,5.2,Flat,28.0,1,9.0,15.0,2021
52,2022-04-29,307000,Automated Valuation Model,RICS Registered Valuer,1132,4.43,Flat,29.0,1,9.0,15.0,2022
52,2023-04-29,329000,On-site Professional Valuation,Independent Surveyor,1289,4.7,Flat,30.0,1,9.0,15.0,2023
52,2024-04-28,341000,Income Capitalization,Automated System,1295,4.56,Flat,31.0,1,9.0,15.0,2024
52,2025-04-28,366000,On-site Professional Valuation,Sinclair-Finch Valuations,1814,5.95,Flat,32.0,1,9.0,15.0,2025
53,2020-04-29,315000,On-site Professional Valuation,Independent Surveyor,1342,5.11,Flat,30.0,4,5.0,9.0,2020
53,2021-04-29,325000,Cost Approach,Independent Surveyor,1231,4.55,Flat,31.0,4,5.0,9.0,2021
53,2022-04-29,340000,Income Capitalization,"O'Brien, Payne and Wilson Valuations",1236,4.36,Flat,32.0,4,5.0,9.0,2022
53,2023-04-29,362000,Comparative Market Analysis,Internal Valuation Team,1249,4.14,Flat,33.0,4,5.0,9.0,2023
53,2024-04-28,386000,Automated Valuation Model,Automated System,1425,4.43,Flat,34.0,4,5.0,9.0,2024
53,2025-04-28,404000,Cost Approach,"Gregory, Brown and Baker Valuations",1596,4.74,Flat,35.0,4,5.0,9.0,2025
54,2020-04-29,405000,Income Capitalization,RICS Registered Valuer,1946,5.77,Flat,29.0,4,9.0,16.0,2020
54,2021-04-29,432000,Comparative Market Analysis,Independent Surveyor,1476,4.1,Flat,30.0,4,9.0,16.0,2021
54,2022-04-29,455000,On-site Professional Valuation,Automated System,1838,4.85,Flat,31.0,4,9.0,16.0,2022
54,2023-04-29,478000,On-site Professional Valuation,Internal Valuation Team,1765,4.43,Flat,32.0,4,9.0,16.0,2023
54,2024-04-28,501000,On-site Professional Valuation,Automated System,1763,4.22,Flat,33.0,4,9.0,16.0,2024
54,2025-04-28,529000,Income Capitalization,Automated System,2035,4.62,Flat,34.0,4,9.0,16.0,2025
55,2020-04-29,522000,Income Capitalization,Independent Surveyor,1788,4.11,House,27.0,2,9.0,15.0,2020
55,2021-04-29,562000,Cost Approach,Independent Surveyor,2592,5.53,House,28.0,2,9.0,15.0,2021
55,2022-04-29,588000,Automated Valuation Model,RICS Registered Valuer,1968,4.02,House,29.0,2,9.0,15.0,2022
55,2023-04-29,610000,Income Capitalization,Simpson and Sons Valuations,2575,5.07,House,30.0,2,9.0,15.0,2023
55,2024-04-28,645000,Cost Approach,Internal Valuation Team,2868,5.34,House,31.0,2,9.0,15.0,2024
55,2025-04-28,677000,Automated Valuation Model,Internal Valuation Team,3094,5.48,House,32.0,2,9.0,15.0,2025
56,2020-04-29,209000,Cost Approach,"Talbot, Taylor and Butcher Valuations",724,4.16,Flat,27.0,4,1.0,3.0,2020
56,2021-04-29,220000,Automated Valuation Model,Independent Surveyor,882,4.81,Flat,28.0,4,1.0,3.0,2021
56,2022-04-29,228000,Cost Approach,RICS Registered Valuer,768,4.04,Flat,29.0,4,1.0,3.0,2022
56,2023-04-29,244000,Cost Approach,Internal Valuation Team,1065,5.24,Flat,30.0,4,1.0,3.0,2023
56,2024-04-28,256000,Automated Valuation Model,"Wood, Turner and White Valuations",899,4.21,Flat,31.0,4,1.0,3.0,2024
56,2025-04-28,269000,Cost Approach,Independent Surveyor,932,4.16,Flat,32.0,4,1.0,3.0,2025
57,2020-04-29,235000,Comparative Market Analysis,Hill and Sons Valuations,1088,5.56,Flat,30.0,3,4.0,7.0,2020
57,2021-04-29,249000,Income Capitalization,Independent Surveyor,1050,5.06,Flat,31.0,3,4.0,7.0,2021
57,2022-04-29,261000,Income Capitalization,RICS Registered Valuer,1287,5.92,Flat,32.0,3,4.0,7.0,2022
57,2023-04-29,271000,Income Capitalization,Clarke Inc Valuations,1019,4.51,Flat,33.0,3,4.0,7.0,2023
57,2024-04-28,281000,Comparative Market Analysis,RICS Registered Valuer,1292,5.52,Flat,34.0,3,4.0,7.0,2024
57,2025-04-28,302000,Automated Valuation Model,Baker-Booth Valuations,1323,5.26,Flat,35.0,3,4.0,7.0,2025
58,2020-04-29,305000,On-site Professional Valuation,Ellis-Riley Valuations,1245,4.9,Flat,30.0,3,6.0,11.0,2020
58,2021-04-29,319000,Cost Approach,RICS Registered Valuer,1580,5.94,Flat,31.0,3,6.0,11.0,2021
58,2022-04-29,336000,Cost Approach,Independent Surveyor,1383,4.94,Flat,32.0,3,6.0,11.0,2022
58,2023-04-29,356000,Comparative Market Analysis,Independent Surveyor,1395,4.7,Flat,33.0,3,6.0,11.0,2023
58,2024-04-28,375000,Cost Approach,Independent Surveyor,1274,4.08,Flat,34.0,3,6.0,11.0,2024
58,2025-04-28,387000,Comparative Market Analysis,Webb-Walsh Valuations,1847,5.73,Flat,35.0,3,6.0,11.0,2025
59,2020-04-29,398000,On-site Professional Valuation,"Sheppard, Taylor and Doherty Valuations",1582,4.77,Block of Flats,29.0,3,9.0,16.0,2020
59,2021-04-29,429000,Comparative Market Analysis,Automated System,1958,5.48,Block of Flats,30.0,3,9.0,16.0,2021
59,2022-04-29,461000,Income Capitalization,Independent Surveyor,1976,5.14,Block of Flats,31.0,3,9.0,16.0,2022
59,2023-04-29,489000,Comparative Market Analysis,Automated System,2039,5.0,Block of Flats,32.0,3,9.0,16.0,2023
59,2024-04-28,506000,Cost Approach,Internal Valuation Team,2445,5.8,Block of Flats,33.0,3,9.0,16.0,2024
59,2025-04-28,534000,Income Capitalization,Automated System,1934,4.35,Block of Flats,34.0,3,9.0,16.0,2025
60,2020-04-29,286000,On-site Professional Valuation,RICS Registered Valuer,1203,5.05,Flat,27.0,1,9.0,15.0,2020
60,2021-04-29,300000,Automated Valuation Model,Automated System,1459,5.84,Flat,28.0,1,9.0,15.0,2021
60,2022-04-29,320000,Comparative Market Analysis,Independent Surveyor,1429,5.36,Flat,29.0,1,9.0,15.0,2022
60,2023-04-29,331000,Automated Valuation Model,Independent Surveyor,1155,4.19,Flat,30.0,1,9.0,15.0,2023
60,2024-04-28,345000,On-site Professional Valuation,RICS Registered Valuer,1640,5.7,Flat,31.0,1,9.0,15.0,2024
60,2025-04-28,361000,Income Capitalization,Independent Surveyor,1554,5.17,Flat,32.0,1,9.0,15.0,2025
61,2020-04-29,321000,Automated Valuation Model,RICS Registered Valuer,1421,5.31,House,30.0,1,6.0,11.0,2020
61,2021-04-29,340000,Cost Approach,Alexander Ltd Valuations,1665,5.88,House,31.0,1,6.0,11.0,2021
61,2022-04-29,357000,Income Capitalization,"Woods, Kennedy and Adams Valuations",1661,5.58,House,32.0,1,6.0,11.0,2022
61,2023-04-29,369000,On-site Professional Valuation,Independent Surveyor,1642,5.34,House,33.0,1,6.0,11.0,2023
61,2024-04-28,381000,Income Capitalization,Independent Surveyor,1466,4.62,House,34.0,1,6.0,11.0,2024
61,2025-04-28,410000,Income Capitalization,RICS Registered Valuer,1699,4.97,House,35.0,1,6.0,11.0,2025
62,2020-04-29,154000,Comparative Market Analysis,"Perkins, Daly and Whittaker Valuations",589,4.59,Flat,30.0,3,10.0,17.0,2020
62,2021-04-29,165000,On-site Professional Valuation,Internal Valuation Team,780,5.67,Flat,31.0,3,10.0,17.0,2021
62,2022-04-29,175000,On-site Professional Valuation,RICS Registered Valuer,839,5.75,Flat,32.0,3,10.0,17.0,2022
62,2023-04-29,185000,Income Capitalization,Leach-Blackburn Valuations,664,4.31,Flat,33.0,3,10.0,17.0,2023
62,2024-04-28,198000,Automated Valuation Model,Internal Valuation Team,715,4.33,Flat,34.0,3,10.0,17.0,2024
62,2025-04-28,209000,Income Capitalization,Automated System,932,5.35,Flat,35.0,3,10.0,17.0,2025
63,2020-04-29,215000,Automated Valuation Model,RICS Registered Valuer,986,5.5,Flat,26.0,4,1.0,1.0,2020
63,2021-04-29,227000,Automated Valuation Model,RICS Registered Valuer,874,4.62,Flat,27.0,4,1.0,1.0,2021
63,2022-04-29,238000,Automated Valuation Model,Automated System,1169,5.89,Flat,28.0,4,1.0,1.0,2022
63,2023-04-29,254000,On-site Professional Valuation,"Skinner, Storey and Barrett Valuations",1176,5.56,Flat,29.0,4,1.0,1.0,2023
63,2024-04-28,267000,Income Capitalization,Khan LLC Valuations,962,4.32,Flat,30.0,4,1.0,1.0,2024
63,2025-04-28,277000,Automated Valuation Model,Independent Surveyor,1039,4.5,Flat,31.0,4,1.0,1.0,2025
64,2020-04-29,213000,On-site Professional Valuation,Internal Valuation Team,746,4.21,Flat,26.0,4,1.0,1.0,2020
64,2021-04-29,222000,Cost Approach,Automated System,1022,5.53,Flat,27.0,4,1.0,1.0,2021
64,2022-04-29,239000,Automated Valuation Model,Internal Valuation Team,855,4.29,Flat,28.0,4,1.0,1.0,2022
64,2023-04-29,258000,Automated Valuation Model,Independent Surveyor,955,4.44,Flat,29.0,4,1.0,1.0,2023
64,2024-04-28,277000,Automated Valuation Model,Jones-George Valuations,1115,4.83,Flat,30.0,4,1.0,1.0,2024
64,2025-04-28,291000,Comparative Market Analysis,Independent Surveyor,1157,4.77,Flat,31.0,4,1.0,1.0,2025
65,2020-04-29,173000,Comparative Market Analysis,Independent Surveyor,669,4.64,Flat,24.0,1,4.0,8.0,2020
65,2021-04-29,185000,Cost Approach,Automated System,659,4.28,Flat,25.0,1,4.0,8.0,2021
65,2022-04-29,197000,Automated Valuation Model,Automated System,702,4.28,Flat,26.0,1,4.0,8.0,2022
65,2023-04-29,209000,Comparative Market Analysis,Independent Surveyor,1012,5.81,Flat,27.0,1,4.0,8.0,2023
65,2024-04-28,218000,On-site Professional Valuation,"Ellis, Oliver and Newton Valuations",781,4.3,Flat,28.0,1,4.0,8.0,2024
65,2025-04-28,229000,Income Capitalization,Independent Surveyor,1060,5.55,Flat,29.0,1,4.0,8.0,2025
66,2020-04-29,506000,On-site Professional Valuation,Automated System,1888,4.48,House,28.0,3,9.0,14.0,2020
66,2021-04-29,523000,Automated Valuation Model,Morris Inc Valuations,2473,5.67,House,29.0,3,9.0,14.0,2021
66,2022-04-29,552000,On-site Professional Valuation,RICS Registered Valuer,2421,5.26,House,30.0,3,9.0,14.0,2022
66,2023-04-29,589000,Comparative Market Analysis,Mitchell-Gibson Valuations,2249,4.58,House,31.0,3,9.0,14.0,2023
66,2024-04-28,617000,Income Capitalization,Internal Valuation Team,2643,5.14,House,32.0,3,9.0,14.0,2024
66,2025-04-28,652000,On-site Professional Valuation,Burrows Group Valuations,2565,4.72,House,33.0,3,9.0,14.0,2025
67,2020-04-29,365000,On-site Professional Valuation,Internal Valuation Team,1818,5.98,House,30.0,2,5.0,9.0,2020
67,2021-04-29,383000,Automated Valuation Model,Independent Surveyor,1577,4.94,House,31.0,2,5.0,9.0,2021
67,2022-04-29,399000,Comparative Market Analysis,Independent Surveyor,1341,4.03,House,32.0,2,5.0,9.0,2022
67,2023-04-29,416000,Comparative Market Analysis,Barnes and Sons Valuations,1842,5.31,House,33.0,2,5.0,9.0,2023
67,2024-04-28,444000,Comparative Market Analysis,Independent Surveyor,1726,4.67,House,34.0,2,5.0,9.0,2024
67,2025-04-28,469000,Income Capitalization,Automated System,2199,5.63,House,35.0,2,5.0,9.0,2025
68,2020-04-29,235000,Income Capitalization,RICS Registered Valuer,971,4.96,House,30.0,1,1.0,2.0,2020
68,2021-04-29,243000,Automated Valuation Model,Internal Valuation Team,1124,5.55,House,31.0,1,1.0,2.0,2021
68,2022-04-29,254000,Income Capitalization,Internal Valuation Team,865,4.09,House,32.0,1,1.0,2.0,2022
68,2023-04-29,265000,Automated Valuation Model,Richards-Green Valuations,1020,4.62,House,33.0,1,1.0,2.0,2023
68,2024-04-28,279000,Income Capitalization,Independent Surveyor,947,4.07,House,34.0,1,1.0,2.0,2024
68,2025-04-28,293000,Cost Approach,Independent Surveyor,1358,5.56,House,35.0,1,1.0,2.0,2025
69,2020-04-29,183000,Automated Valuation Model,Automated System,722,4.74,Flat,28.0,2,3.0,5.0,2020
69,2021-04-29,197000,Income Capitalization,Automated System,784,4.77,Flat,29.0,2,3.0,5.0,2021
69,2022-04-29,209000,On-site Professional Valuation,Independent Surveyor,825,4.73,Flat,30.0,2,3.0,5.0,2022
69,2023-04-29,224000,Comparative Market Analysis,Automated System,1018,5.45,Flat,31.0,2,3.0,5.0,2023
69,2024-04-28,238000,On-site Professional Valuation,Independent Surveyor,1120,5.64,Flat,32.0,2,3.0,5.0,2024
69,2025-04-28,248000,Cost Approach,Independent Surveyor,860,4.16,Flat,33.0,2,3.0,5.0,2025
70,2020-04-29,377000,Income Capitalization,Automated System,1708,5.44,House,27.0,1,8.0,13.0,2020
70,2021-04-29,395000,Cost Approach,Hayes PLC Valuations,1345,4.08,House,28.0,1,8.0,13.0,2021
70,2022-04-29,426000,Comparative Market Analysis,Internal Valuation Team,1615,4.55,House,29.0,1,8.0,13.0,2022
70,2023-04-29,454000,On-site Professional Valuation,RICS Registered Valuer,1821,4.81,House,30.0,1,8.0,13.0,2023
70,2024-04-28,489000,On-site Professional Valuation,Automated System,1746,4.29,House,31.0,1,8.0,13.0,2024
70,2025-04-28,504000,Cost Approach,Independent Surveyor,1736,4.13,House,32.0,1,8.0,13.0,2025
71,2020-04-29,320000,On-site Professional Valuation,RICS Registered Valuer,1369,5.13,House,30.0,4,1.0,2.0,2020
71,2021-04-29,340000,Cost Approach,Automated System,1671,5.9,House,31.0,4,1.0,2.0,2021
71,2022-04-29,364000,On-site Professional Valuation,Independent Surveyor,1562,5.15,House,32.0,4,1.0,2.0,2022
71,2023-04-29,382000,Income Capitalization,Internal Valuation Team,1687,5.3,House,33.0,4,1.0,2.0,2023
71,2024-04-28,394000,On-site Professional Valuation,Automated System,1436,4.37,House,34.0,4,1.0,2.0,2024
71,2025-04-28,424000,Cost Approach,Automated System,1497,4.24,House,35.0,4,1.0,2.0,2025
72,2020-04-29,269000,Automated Valuation Model,RICS Registered Valuer,1171,5.22,House,30.0,1,4.0,7.0,2020
72,2021-04-29,279000,Automated Valuation Model,RICS Registered Valuer,1327,5.71,House,31.0,1,4.0,7.0,2021
72,2022-04-29,300000,Comparative Market Analysis,Independent Surveyor,1223,4.89,House,32.0,1,4.0,7.0,2022
72,2023-04-29,319000,On-site Professional Valuation,Wright LLC Valuations,1441,5.42,House,33.0,1,4.0,7.0,2023
